event_id,timestamp,hunter_id,terrain_type,event_type,animal_id,damage,calories_burned,voice_msg,encounter_id,animal,location,date,rarity_score,terrain_name,climate,danger_level,rarity_factor,description,day,terrain_visited,animals_hunted,health,stamina,fame,money_earned,experience_points
E-13072,2025-06-04 09:14:00,H-1117,Swamp,hunt_failed,A-945,0,343,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13073,2025-05-14 02:21:00,H-1187,City Ruins,hunt_success,A-448,0,251,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13074,2025-04-19 05:39:00,H-1359,Jungle,encounter,A-133,0,74,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13075,2025-05-21 00:16:00,H-1065,Canyon,hunt_success,A-326,0,80,Be careful!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13076,2025-05-18 08:53:00,H-1381,Swamp,injured,Unknown,92,137,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13077,2025-04-18 19:29:00,H-1875,Volcanic Zone,hunt_failed,A-355,0,898,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13078,2025-05-19 03:09:00,H-1705,Swamp,injured,Unknown,55,915,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13079,2025-04-15 05:41:00,H-1551,Volcanic Zone,hunt_failed,A-378,0,176,Be careful!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13080,2025-04-17 04:25:00,H-1173,Tundra,encounter,A-940,0,124,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13081,2025-06-06 06:05:00,H-1548,Volcanic Zone,hunt_failed,A-213,0,177,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13082,2025-04-12 03:00:00,H-1002,Canyon,injured,Unknown,77,224,Nice shot!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13083,2025-05-03 02:11:00,H-1283,Desert,hunt_success,A-674,0,585,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13084,2025-04-28 13:09:00,H-1861,Forest,encounter,A-394,0,174,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13085,2025-04-04 18:50:00,H-1374,Tundra,hunt_success,A-781,0,283,Nice shot!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13086,2025-05-10 13:59:00,H-1446,Forest,hunt_success,A-753,0,272,Be careful!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13087,2025-05-31 17:48:00,H-1736,Canyon,bike_travel,Unknown,0,604,Nice shot!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13088,2025-05-21 16:32:00,H-1434,City Ruins,hunt_success,A-540,0,604,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13089,2025-04-06 20:48:00,H-1094,Desert,hunt_failed,A-658,0,444,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13090,2025-05-11 13:54:00,H-1754,City Ruins,bike_travel,Unknown,0,135,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13091,2025-05-20 07:26:00,H-1533,Volcanic Zone,injured,Unknown,15,906,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13092,2025-05-17 17:27:00,H-1048,Volcanic Zone,bike_travel,Unknown,0,145,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13093,2025-05-12 22:27:00,H-1950,City Ruins,injured,Unknown,33,523,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13094,2025-04-15 15:58:00,H-1711,Mountains,hunt_success,A-498,0,440,Enemy nearby!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13095,2025-05-31 08:37:00,H-1388,Savanna,hunt_failed,A-501,0,116,Be careful!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13096,2025-05-01 19:51:00,H-1843,Savanna,bike_travel,Unknown,0,978,Enemy nearby!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13097,2025-04-17 12:52:00,H-1127,Desert,hunt_failed,A-742,0,211,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13098,2025-04-18 00:58:00,H-1164,Canyon,hunt_success,A-714,0,486,Be careful!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13099,2025-04-01 12:38:00,H-1128,Jungle,bike_travel,Unknown,0,130,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13100,2025-04-19 00:48:00,H-1496,Mountains,injured,Unknown,40,886,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13101,2025-04-05 12:16:00,H-1489,Savanna,encounter,A-769,0,805,Enemy nearby!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13102,2025-04-30 23:29:00,H-1048,Volcanic Zone,encounter,A-917,0,715,Nice shot!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13103,2025-04-30 09:20:00,H-1151,Volcanic Zone,hunt_failed,A-246,0,124,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13104,2025-06-09 00:36:00,H-1405,Desert,bike_travel,Unknown,0,663,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13105,2025-04-03 21:41:00,H-1080,Jungle,injured,Unknown,31,586,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13106,2025-04-09 08:24:00,H-1569,City Ruins,injured,Unknown,43,496,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13107,2025-05-21 22:50:00,H-1333,Forest,hunt_failed,A-928,0,638,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13108,2025-05-27 15:09:00,H-1494,Savanna,encounter,A-491,0,460,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13109,2025-05-03 05:12:00,H-1987,Desert,hunt_success,A-172,0,153,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13110,2025-05-15 05:37:00,H-1205,Desert,hunt_failed,A-610,0,520,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13111,2025-05-27 13:02:00,H-1591,Forest,hunt_failed,A-582,0,857,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13112,2025-05-21 21:55:00,H-1980,Savanna,hunt_success,A-801,0,360,Nice shot!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13113,2025-06-08 09:58:00,H-1002,Canyon,injured,Unknown,46,898,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13114,2025-05-17 15:45:00,H-1177,Canyon,encounter,A-347,0,420,Be careful!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13115,2025-05-18 00:19:00,H-1804,Volcanic Zone,bike_travel,Unknown,0,317,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13116,2025-06-03 11:13:00,H-1492,Savanna,injured,Unknown,71,882,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13117,2025-06-03 10:53:00,H-1022,Desert,encounter,A-494,0,156,Be careful!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13118,2025-04-24 16:12:00,H-1384,Mountains,hunt_success,A-241,0,565,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13119,2025-04-16 08:49:00,H-1137,Tundra,hunt_success,A-783,0,310,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13120,2025-05-08 19:59:00,H-1539,Swamp,bike_travel,Unknown,0,998,Enemy nearby!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13121,2025-04-09 01:34:00,H-1839,Canyon,encounter,A-740,0,502,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13122,2025-05-13 01:46:00,H-1242,Desert,injured,Unknown,37,318,Nice shot!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13123,2025-04-22 11:41:00,H-1128,Jungle,bike_travel,Unknown,0,608,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13124,2025-05-30 03:31:00,H-1982,Tundra,encounter,A-218,0,845,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13125,2025-04-27 14:57:00,H-1922,Forest,bike_travel,Unknown,0,692,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13126,2025-04-10 14:13:00,H-1338,Jungle,injured,Unknown,23,388,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13127,2025-05-30 04:53:00,H-1138,Tundra,bike_travel,Unknown,0,515,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13128,2025-04-09 01:49:00,H-1873,City Ruins,encounter,A-478,0,225,Nice shot!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13129,2025-04-21 07:36:00,H-1606,Forest,encounter,A-682,0,175,Nice shot!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13130,2025-05-13 17:19:00,H-1410,Swamp,encounter,A-531,0,214,Be careful!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13131,2025-04-02 07:49:00,H-1939,Savanna,injured,Unknown,91,857,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13132,2025-05-23 03:29:00,H-1615,Savanna,encounter,A-140,0,847,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13133,2025-06-02 08:11:00,H-1369,Desert,hunt_success,A-404,0,555,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13134,2025-05-18 03:06:00,H-1180,Mountains,hunt_success,A-651,0,193,Enemy nearby!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13135,2025-04-17 11:21:00,H-1238,Mountains,encounter,A-430,0,287,Enemy nearby!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13136,2025-05-10 07:12:00,H-1232,Forest,bike_travel,Unknown,0,272,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13137,2025-05-12 10:30:00,H-1404,Canyon,encounter,A-231,0,958,Nice shot!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13138,2025-05-04 06:32:00,H-1551,Volcanic Zone,hunt_failed,A-597,0,393,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13139,2025-06-05 02:19:00,H-1570,City Ruins,encounter,A-644,0,454,Nice shot!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13140,2025-06-05 18:43:00,H-1763,Savanna,injured,Unknown,47,145,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13141,2025-05-29 02:09:00,H-1156,Swamp,bike_travel,Unknown,0,245,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13142,2025-04-05 07:45:00,H-1966,Swamp,hunt_failed,A-233,0,294,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13143,2025-05-14 20:40:00,H-1989,Canyon,hunt_success,A-463,0,134,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13144,2025-04-08 09:33:00,H-1476,Desert,bike_travel,Unknown,0,646,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13145,2025-05-05 04:31:00,H-1591,Forest,hunt_failed,A-121,0,535,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13146,2025-05-05 09:38:00,H-1096,Swamp,hunt_success,A-131,0,489,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13147,2025-05-04 11:20:00,H-1344,Volcanic Zone,hunt_success,A-319,0,969,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13148,2025-05-03 10:02:00,H-1028,Jungle,hunt_success,A-214,0,434,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13149,2025-04-28 21:48:00,H-1267,Forest,bike_travel,Unknown,0,90,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13150,2025-05-11 08:24:00,H-1982,Tundra,hunt_failed,A-690,0,640,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13151,2025-04-07 02:40:00,H-1651,Desert,hunt_success,A-411,0,715,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13152,2025-05-21 10:51:00,H-1147,Swamp,encounter,A-227,0,644,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13153,2025-04-11 07:43:00,H-1517,Swamp,bike_travel,Unknown,0,927,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13154,2025-04-05 21:39:00,H-1565,Canyon,hunt_failed,A-635,0,859,Be careful!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13155,2025-05-12 07:35:00,H-1726,Canyon,encounter,A-907,0,632,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13156,2025-04-02 23:01:00,H-1016,City Ruins,injured,Unknown,11,539,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13157,2025-06-08 20:22:00,H-1886,Forest,hunt_success,A-138,0,203,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13158,2025-04-09 12:53:00,H-1978,Forest,injured,Unknown,19,858,Enemy nearby!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13159,2025-04-16 03:50:00,H-1425,Mountains,bike_travel,Unknown,0,703,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13160,2025-05-03 09:51:00,H-1013,Desert,hunt_failed,A-461,0,412,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13161,2025-05-07 15:47:00,H-1515,Swamp,injured,Unknown,49,941,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13162,2025-05-15 02:08:00,H-1301,Mountains,hunt_failed,A-718,0,783,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13163,2025-05-13 21:06:00,H-1965,Volcanic Zone,hunt_success,A-214,0,606,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13164,2025-05-30 13:12:00,H-1236,Tundra,injured,Unknown,47,382,Nice shot!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13165,2025-06-02 21:35:00,H-1722,Savanna,injured,Unknown,91,641,Be careful!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13166,2025-05-16 08:33:00,H-1666,Swamp,hunt_failed,A-294,0,820,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13167,2025-04-12 01:21:00,H-1015,Mountains,injured,Unknown,21,612,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13168,2025-04-28 02:25:00,H-1725,Volcanic Zone,encounter,A-623,0,888,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13169,2025-06-08 02:55:00,H-1651,Desert,encounter,A-726,0,716,Be careful!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13170,2025-06-09 09:07:00,H-1649,Canyon,injured,Unknown,26,570,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13171,2025-04-05 00:52:00,H-1399,Volcanic Zone,hunt_success,A-931,0,50,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13172,2025-05-25 12:46:00,H-1271,Jungle,hunt_failed,A-525,0,216,Nice shot!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13173,2025-04-08 09:06:00,H-1663,Swamp,bike_travel,Unknown,0,738,Low health warning!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13174,2025-04-19 10:18:00,H-1010,Forest,injured,Unknown,51,427,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13175,2025-04-17 16:20:00,H-1280,Swamp,encounter,A-335,0,880,Be careful!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13176,2025-04-23 19:14:00,H-1957,Jungle,injured,Unknown,96,726,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13177,2025-04-18 23:23:00,H-1948,Canyon,hunt_success,A-894,0,930,Be careful!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13178,2025-05-02 21:00:00,H-1501,City Ruins,hunt_failed,A-314,0,593,Be careful!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13179,2025-05-30 20:35:00,H-1067,Canyon,bike_travel,Unknown,0,611,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13180,2025-06-07 05:16:00,H-1859,Tundra,hunt_success,A-434,0,200,Mission success.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13181,2025-05-20 04:54:00,H-1189,Tundra,encounter,A-469,0,264,Scan complete.,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13182,2025-05-12 19:56:00,H-1214,Swamp,hunt_failed,A-182,0,765,Be careful!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13183,2025-05-18 19:07:00,H-1334,Mountains,hunt_success,A-408,0,456,Enemy nearby!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13184,2025-04-08 06:23:00,H-1157,Jungle,hunt_success,A-472,0,110,Stay alert!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
E-13185,2025-04-17 09:40:00,H-1489,Savanna,encounter,A-598,0,297,Nice shot!,Not Available,Unknown Animal,Unknown Location,,0.0,Unknown Terrain,Unknown Climate,Unknown Danger,0.0,No Description,Unknown Day,,,,,,,
