event_id,timestamp,hunter_id,terrain_type,event_type,animal_id,damage,calories_burned,voice_msg,hunt_result,is_danger,energy_category
E-10475,2025-04-27 03:11:00,H-1065,Canyon,injured,,13,847,Stay alert!,None,False,High
E-10476,2025-06-08 23:42:00,H-1685,Forest,encounter,A-567,0,302,Stay alert!,None,False,Medium
E-10477,2025-04-11 03:32:00,H-1232,Forest,bike_travel,,0,485,Scan complete.,None,False,Medium
E-10478,2025-04-23 03:26:00,H-1388,Savanna,hunt_failed,A-343,0,362,Nice shot!,Failed,False,Medium
E-10479,2025-04-02 06:43:00,H-1997,Swamp,bike_travel,,0,828,Mission success.,None,False,High
E-10480,2025-04-02 12:44:00,H-1157,Jungle,hunt_success,A-978,0,215,Stay alert!,Success,False,Medium
E-10481,2025-05-17 12:11:00,H-1328,City Ruins,encounter,A-209,0,191,Stay alert!,None,False,Low
E-10482,2025-05-09 20:10:00,H-1429,Tundra,injured,,67,752,Mission success.,None,True,High
E-10483,2025-05-19 04:47:00,H-1461,Desert,injured,,97,52,Be careful!,None,True,Low
E-10484,2025-04-03 17:11:00,H-1609,Mountains,hunt_failed,A-134,0,908,Stay alert!,Failed,False,High
E-10485,2025-06-04 00:03:00,H-1272,Tundra,hunt_failed,A-880,0,430,Stay alert!,Failed,False,Medium
E-10486,2025-06-01 18:07:00,H-1567,Mountains,bike_travel,,0,635,Be careful!,None,False,High
E-10487,2025-05-09 10:20:00,H-1874,Forest,hunt_success,A-431,0,348,Be careful!,Success,False,Medium
E-10488,2025-04-21 02:00:00,H-1927,City Ruins,hunt_failed,A-285,0,420,Stay alert!,Failed,False,Medium
E-10489,2025-05-13 23:38:00,H-1863,Mountains,encounter,A-365,0,328,Be careful!,None,False,Medium
E-10490,2025-04-02 05:25:00,H-1255,City Ruins,bike_travel,,0,904,Low health warning!,None,False,High
E-10491,2025-04-17 15:08:00,H-1105,Savanna,bike_travel,,0,336,Nice shot!,None,False,Medium
E-10492,2025-04-24 23:24:00,H-1675,Volcanic Zone,injured,,84,280,Scan complete.,None,True,Medium
E-10493,2025-05-02 02:45:00,H-1163,Savanna,bike_travel,,0,322,Stay alert!,None,False,Medium
E-10494,2025-05-10 23:50:00,H-1662,City Ruins,bike_travel,,0,841,Mission success.,None,False,High
E-10495,2025-06-04 17:08:00,H-1735,Desert,injured,,11,144,Enemy nearby!,None,False,Low
E-10496,2025-04-26 11:59:00,H-1432,Desert,injured,,80,476,Enemy nearby!,None,True,Medium
E-10497,2025-04-14 17:00:00,H-1128,Jungle,hunt_failed,A-141,0,834,Stay alert!,Failed,False,High
E-10498,2025-04-14 06:51:00,H-1920,Jungle,encounter,A-878,0,161,Be careful!,None,False,Low
E-10499,2025-04-19 16:52:00,H-1447,Forest,bike_travel,,0,889,Nice shot!,None,False,High
E-10500,2025-05-21 13:25:00,H-1755,Mountains,injured,,33,540,Low health warning!,None,False,Medium
E-10501,2025-05-28 18:15:00,H-1453,Jungle,hunt_success,A-756,0,233,Enemy nearby!,Success,False,Medium
E-10502,2025-04-04 04:20:00,H-1255,City Ruins,hunt_success,A-324,0,240,Scan complete.,Success,False,Medium
E-10503,2025-04-22 11:24:00,H-1228,Volcanic Zone,hunt_success,A-173,0,665,Be careful!,Success,False,High
E-10504,2025-05-13 14:17:00,H-1892,Jungle,encounter,A-309,0,191,Enemy nearby!,None,False,Low
E-10505,2025-04-10 22:36:00,H-1370,Swamp,bike_travel,,0,826,Scan complete.,None,False,High
E-10506,2025-05-16 12:49:00,H-1297,Canyon,bike_travel,,0,702,Mission success.,None,False,High
E-10507,2025-05-28 19:11:00,H-1883,Swamp,hunt_success,A-869,0,698,Scan complete.,Success,False,High
E-10508,2025-05-17 22:55:00,H-1348,City Ruins,injured,,22,401,Low health warning!,None,False,Medium
E-10509,2025-04-22 17:56:00,H-1249,Tundra,encounter,A-432,0,113,Low health warning!,None,False,Low
E-10510,2025-05-09 09:54:00,H-1982,Tundra,injured,,95,838,Enemy nearby!,None,True,High
E-10511,2025-04-21 02:24:00,H-1823,Forest,hunt_failed,A-778,0,346,Scan complete.,Failed,False,Medium
E-10512,2025-04-13 03:46:00,H-1285,Desert,hunt_success,A-379,0,289,Be careful!,Success,False,Medium
E-10513,2025-05-25 04:39:00,H-1304,Jungle,hunt_success,A-900,0,367,Enemy nearby!,Success,False,Medium
E-10514,2025-05-06 10:30:00,H-1390,Tundra,hunt_failed,A-777,0,719,Low health warning!,Failed,False,High
E-10515,2025-05-17 21:31:00,H-1433,Swamp,injured,,79,203,Stay alert!,None,True,Medium
E-10516,2025-05-06 11:49:00,H-1247,Volcanic Zone,hunt_success,A-915,0,421,Stay alert!,Success,False,Medium
E-10517,2025-04-19 21:04:00,H-1026,Savanna,hunt_success,A-187,0,765,Nice shot!,Success,False,High
E-10518,2025-04-24 12:25:00,H-1065,Canyon,hunt_success,A-146,0,58,Low health warning!,Success,False,Low
E-10519,2025-05-25 06:42:00,H-1583,Volcanic Zone,bike_travel,,0,550,Enemy nearby!,None,False,Medium
E-10520,2025-06-07 01:01:00,H-1842,Desert,encounter,A-907,0,579,Enemy nearby!,None,False,Medium
E-10521,2025-04-11 01:18:00,H-1120,Tundra,hunt_success,A-573,0,266,Enemy nearby!,Success,False,Medium
E-10522,2025-04-20 01:41:00,H-1424,Volcanic Zone,bike_travel,,0,984,Scan complete.,None,False,High
E-10523,2025-06-03 16:08:00,H-1706,Desert,hunt_success,A-864,0,256,Mission success.,Success,False,Medium
E-10524,2025-05-12 20:13:00,H-1813,Desert,bike_travel,,0,561,Be careful!,None,False,Medium
E-10525,2025-05-24 01:13:00,H-1810,Savanna,hunt_success,A-153,0,514,Nice shot!,Success,False,Medium
E-10526,2025-04-30 17:28:00,H-1089,Desert,hunt_failed,A-551,0,404,Scan complete.,Failed,False,Medium
E-10527,2025-04-06 17:57:00,H-1392,Desert,hunt_failed,A-577,0,572,Nice shot!,Failed,False,Medium
E-10528,2025-05-04 00:42:00,H-1143,Savanna,injured,,76,76,Enemy nearby!,None,True,Low
E-10529,2025-05-27 15:22:00,H-1095,Forest,hunt_failed,A-793,0,703,Scan complete.,Failed,False,High
E-10530,2025-06-06 16:06:00,H-1458,Jungle,hunt_failed,A-710,0,163,Mission success.,Failed,False,Low
E-10531,2025-04-14 05:53:00,H-1347,Swamp,encounter,A-385,0,989,Nice shot!,None,False,High
E-10532,2025-04-21 12:21:00,H-1930,Mountains,hunt_success,A-437,0,543,Low health warning!,Success,False,Medium
E-10533,2025-05-11 05:30:00,H-1923,Tundra,hunt_success,A-423,0,123,Low health warning!,Success,False,Low
E-10534,2025-04-20 00:06:00,H-1914,City Ruins,bike_travel,,0,916,Scan complete.,None,False,High
E-10535,2025-05-07 07:44:00,H-1134,Swamp,encounter,A-273,0,371,Stay alert!,None,False,Medium
E-10536,2025-05-12 10:28:00,H-1239,Jungle,bike_travel,,0,90,Be careful!,None,False,Low
E-10537,2025-04-01 22:27:00,H-1108,Jungle,encounter,A-387,0,77,Mission success.,None,False,Low
E-10538,2025-05-05 18:22:00,H-1813,Desert,encounter,A-798,0,747,Mission success.,None,False,High
E-10539,2025-04-26 18:06:00,H-1385,Mountains,encounter,A-830,0,790,Scan complete.,None,False,High
E-10540,2025-04-20 19:36:00,H-1705,Swamp,bike_travel,,0,53,Scan complete.,None,False,Low
E-10541,2025-04-11 07:37:00,H-1086,Mountains,hunt_failed,A-616,0,909,Nice shot!,Failed,False,High
E-10542,2025-04-05 09:15:00,H-1785,Swamp,bike_travel,,0,649,Nice shot!,None,False,High
E-10543,2025-05-07 04:58:00,H-1245,City Ruins,hunt_success,A-500,0,599,Scan complete.,Success,False,Medium
E-10544,2025-04-18 18:27:00,H-1613,Forest,injured,,33,92,Low health warning!,None,False,Low
E-10545,2025-05-25 19:29:00,H-1085,Jungle,bike_travel,,0,804,Enemy nearby!,None,False,High
E-10546,2025-04-08 22:27:00,H-1487,City Ruins,hunt_success,A-628,0,334,Enemy nearby!,Success,False,Medium
E-10547,2025-04-02 10:25:00,H-1522,Forest,hunt_failed,A-806,0,781,Enemy nearby!,Failed,False,High
E-10548,2025-06-03 23:32:00,H-1842,Desert,bike_travel,,0,177,Nice shot!,None,False,Low
E-10549,2025-04-12 20:16:00,H-1659,Volcanic Zone,bike_travel,,0,62,Low health warning!,None,False,Low
E-10550,2025-05-31 20:58:00,H-1737,Forest,encounter,A-402,0,965,Scan complete.,None,False,High
E-10551,2025-05-11 19:07:00,H-1422,Mountains,bike_travel,,0,871,Low health warning!,None,False,High
E-10552,2025-04-08 09:52:00,H-1282,Jungle,encounter,A-834,0,298,Stay alert!,None,False,Medium
E-10553,2025-04-21 16:10:00,H-1805,Swamp,bike_travel,,0,592,Be careful!,None,False,Medium
E-10554,2025-05-22 08:22:00,H-1054,Jungle,bike_travel,,0,660,Be careful!,None,False,High
E-10555,2025-04-08 17:03:00,H-1131,Mountains,bike_travel,,0,844,Low health warning!,None,False,High
E-10556,2025-05-29 17:45:00,H-1473,Tundra,bike_travel,,0,489,Nice shot!,None,False,Medium
E-10557,2025-04-13 06:05:00,H-1467,City Ruins,injured,,66,401,Enemy nearby!,None,True,Medium
E-10558,2025-05-06 05:42:00,H-1785,Swamp,bike_travel,,0,742,Mission success.,None,False,High
E-10559,2025-04-23 16:54:00,H-1705,Swamp,injured,,49,585,Low health warning!,None,False,Medium
E-10560,2025-04-19 07:31:00,H-1793,Forest,encounter,A-996,0,827,Enemy nearby!,None,False,High
E-10561,2025-06-02 09:53:00,H-1138,Tundra,injured,,46,108,Nice shot!,None,False,Low
E-10562,2025-05-13 18:55:00,H-1230,Savanna,bike_travel,,0,122,Enemy nearby!,None,False,Low
E-10563,2025-04-15 10:29:00,H-1289,City Ruins,injured,,29,453,Enemy nearby!,None,False,Medium
E-10564,2025-04-30 05:30:00,H-1396,Mountains,hunt_failed,A-524,0,150,Stay alert!,Failed,False,Low
E-10565,2025-04-25 17:42:00,H-1272,Tundra,hunt_success,A-146,0,574,Nice shot!,Success,False,Medium
E-10566,2025-05-17 12:36:00,H-1850,Volcanic Zone,bike_travel,,0,243,Be careful!,None,False,Medium
E-10567,2025-05-24 16:48:00,H-1262,Jungle,hunt_success,A-568,0,779,Mission success.,Success,False,High
E-10568,2025-04-20 13:38:00,H-1535,Desert,encounter,A-761,0,392,Enemy nearby!,None,False,Medium
E-10569,2025-04-12 00:56:00,H-1238,Mountains,hunt_success,A-492,0,810,Nice shot!,Success,False,High
E-10570,2025-05-09 08:03:00,H-1296,Jungle,injured,,69,297,Scan complete.,None,True,Medium
E-10571,2025-05-19 13:56:00,H-1116,Canyon,injured,,35,858,Nice shot!,None,False,High
E-10572,2025-04-15 11:57:00,H-1236,Tundra,encounter,A-992,0,63,Be careful!,None,False,Low
E-10573,2025-04-22 16:17:00,H-1086,Mountains,bike_travel,,0,837,Be careful!,None,False,High
E-10574,2025-04-05 16:00:00,H-1360,Forest,bike_travel,,0,565,Stay alert!,None,False,Medium
E-10575,2025-05-02 17:50:00,H-1660,Tundra,hunt_success,A-735,0,727,Scan complete.,Success,False,High
E-10576,2025-04-24 21:33:00,H-1234,Swamp,bike_travel,,0,390,Nice shot!,None,False,Medium
E-10577,2025-05-27 20:45:00,H-1086,Mountains,hunt_success,A-112,0,214,Mission success.,Success,False,Medium
E-10578,2025-05-31 12:44:00,H-1452,Jungle,encounter,A-487,0,935,Low health warning!,None,False,High
E-10579,2025-06-06 17:40:00,H-1776,Forest,hunt_failed,A-888,0,775,Low health warning!,Failed,False,High
E-10580,2025-04-06 18:15:00,H-1486,Tundra,hunt_failed,A-768,0,80,Low health warning!,Failed,False,Low
E-10581,2025-05-14 22:47:00,H-1477,Jungle,bike_travel,,0,989,Be careful!,None,False,High
E-10582,2025-04-04 09:08:00,H-1133,Canyon,bike_travel,,0,741,Enemy nearby!,None,False,High
E-10583,2025-06-06 10:52:00,H-1451,City Ruins,encounter,A-179,0,863,Be careful!,None,False,High
E-10584,2025-05-09 07:28:00,H-1815,Savanna,hunt_failed,A-493,0,266,Low health warning!,Failed,False,Medium
E-10585,2025-05-13 17:46:00,H-1230,Savanna,encounter,A-383,0,234,Scan complete.,None,False,Medium
E-10586,2025-05-23 18:42:00,H-1582,Jungle,hunt_success,A-488,0,522,Be careful!,Success,False,Medium
E-10587,2025-05-22 21:57:00,H-1795,Forest,bike_travel,,0,490,Enemy nearby!,None,False,Medium
E-10588,2025-06-05 06:52:00,H-1963,Desert,injured,,42,214,Nice shot!,None,False,Medium
E-10589,2025-04-16 08:48:00,H-1052,Forest,injured,,38,155,Enemy nearby!,None,False,Low
E-10590,2025-05-17 23:49:00,H-1530,Volcanic Zone,encounter,A-602,0,865,Stay alert!,None,False,High
E-10591,2025-05-08 21:22:00,H-1282,Jungle,injured,,38,459,Low health warning!,None,False,Medium
E-10592,2025-05-04 23:01:00,H-1242,Desert,encounter,A-427,0,969,Mission success.,None,False,High
E-10593,2025-04-17 18:17:00,H-1288,Desert,hunt_failed,A-233,0,434,Be careful!,Failed,False,Medium
E-10594,2025-04-27 05:37:00,H-1188,Forest,hunt_failed,A-879,0,58,Be careful!,Failed,False,Low
E-10595,2025-06-01 05:03:00,H-1951,Mountains,hunt_failed,A-163,0,535,Stay alert!,Failed,False,Medium
E-10596,2025-04-28 07:13:00,H-1782,Swamp,encounter,A-797,0,946,Enemy nearby!,None,False,High
E-10597,2025-05-12 09:43:00,H-1547,Volcanic Zone,bike_travel,,0,73,Mission success.,None,False,Low
E-10598,2025-05-30 10:47:00,H-1023,Tundra,bike_travel,,0,308,Low health warning!,None,False,Medium
E-10599,2025-05-07 08:42:00,H-1025,Tundra,hunt_success,A-641,0,730,Low health warning!,Success,False,High
E-10600,2025-05-22 06:17:00,H-1652,Canyon,encounter,A-244,0,272,Stay alert!,None,False,Medium
E-10601,2025-04-03 11:41:00,H-1681,Canyon,bike_travel,,0,426,Enemy nearby!,None,False,Medium
E-10602,2025-05-18 12:08:00,H-1212,Mountains,hunt_success,A-811,0,610,Enemy nearby!,Success,False,High
E-10603,2025-04-26 15:00:00,H-1498,Savanna,encounter,A-235,0,541,Enemy nearby!,None,False,Medium
E-10604,2025-04-28 14:38:00,H-1861,Forest,hunt_success,A-212,0,610,Nice shot!,Success,False,High
E-10605,2025-05-23 11:37:00,H-1146,City Ruins,injured,,25,650,Stay alert!,None,False,High
E-10606,2025-06-03 19:17:00,H-1630,Forest,bike_travel,,0,643,Stay alert!,None,False,High
E-10607,2025-05-27 03:12:00,H-1458,Jungle,hunt_success,A-971,0,367,Low health warning!,Success,False,Medium
E-10608,2025-05-14 12:27:00,H-1817,Canyon,hunt_failed,A-466,0,505,Be careful!,Failed,False,Medium
E-10609,2025-05-10 02:09:00,H-1289,City Ruins,hunt_success,A-892,0,585,Scan complete.,Success,False,Medium
E-10610,2025-06-07 23:48:00,H-1713,Forest,hunt_success,A-356,0,824,Mission success.,Success,False,High
E-10611,2025-04-13 21:40:00,H-1920,Jungle,injured,,45,590,Enemy nearby!,None,False,Medium
E-10612,2025-04-18 05:47:00,H-1844,Tundra,hunt_failed,A-806,0,211,Nice shot!,Failed,False,Medium
E-10613,2025-04-10 05:35:00,H-1615,Savanna,hunt_success,A-465,0,263,Low health warning!,Success,False,Medium
E-10614,2025-04-11 17:36:00,H-1780,Tundra,injured,,83,517,Mission success.,None,True,Medium
E-10615,2025-04-23 18:11:00,H-1835,Mountains,hunt_failed,A-255,0,63,Stay alert!,Failed,False,Low
E-10616,2025-05-13 23:57:00,H-1423,Forest,encounter,A-638,0,653,Nice shot!,None,False,High
E-10617,2025-04-21 00:51:00,H-1708,Mountains,injured,,53,553,Mission success.,None,True,Medium
E-10618,2025-05-13 23:53:00,H-1397,Canyon,hunt_failed,A-945,0,532,Stay alert!,Failed,False,Medium
E-10619,2025-04-30 21:05:00,H-1602,Jungle,hunt_success,A-169,0,75,Nice shot!,Success,False,Low
E-10620,2025-04-22 01:48:00,H-1641,City Ruins,hunt_success,A-765,0,830,Nice shot!,Success,False,High
E-10621,2025-05-24 12:33:00,H-1431,Swamp,injured,,95,916,Enemy nearby!,None,True,High
E-10622,2025-04-30 06:25:00,H-1798,Volcanic Zone,injured,,42,818,Low health warning!,None,False,High
E-10623,2025-04-26 10:52:00,H-1596,Swamp,encounter,A-264,0,821,Stay alert!,None,False,High
E-10624,2025-04-22 16:11:00,H-1255,City Ruins,encounter,A-740,0,625,Low health warning!,None,False,High
E-10625,2025-04-02 02:09:00,H-1867,Savanna,hunt_success,A-317,0,439,Stay alert!,Success,False,Medium
E-10626,2025-04-07 23:29:00,H-1737,Forest,injured,,18,708,Nice shot!,None,False,High
E-10627,2025-05-21 04:40:00,H-1987,Desert,hunt_success,A-216,0,309,Enemy nearby!,Success,False,Medium
E-10628,2025-04-13 06:43:00,H-1291,Mountains,injured,,16,997,Scan complete.,None,False,High
E-10629,2025-05-21 05:00:00,H-1331,Canyon,encounter,A-189,0,293,Low health warning!,None,False,Medium
E-10630,2025-04-15 06:09:00,H-1618,Savanna,hunt_failed,A-308,0,849,Be careful!,Failed,False,High
E-10631,2025-06-06 09:38:00,H-1907,Savanna,bike_travel,,0,985,Enemy nearby!,None,False,High
E-10632,2025-04-01 12:37:00,H-1838,Volcanic Zone,injured,,46,695,Scan complete.,None,False,High
E-10633,2025-05-16 01:38:00,H-1958,Swamp,injured,,48,131,Stay alert!,None,False,Low
E-10634,2025-04-10 05:06:00,H-1755,Mountains,injured,,21,667,Scan complete.,None,False,High
E-10635,2025-05-23 02:29:00,H-1305,Volcanic Zone,bike_travel,,0,732,Mission success.,None,False,High
E-10636,2025-06-08 18:08:00,H-1667,Mountains,hunt_success,A-456,0,97,Enemy nearby!,Success,False,Low
E-10637,2025-04-08 09:32:00,H-1816,Savanna,hunt_success,A-325,0,744,Be careful!,Success,False,High
E-10638,2025-05-12 17:45:00,H-1970,Savanna,hunt_failed,A-694,0,543,Enemy nearby!,Failed,False,Medium
E-10639,2025-05-28 20:44:00,H-1710,Mountains,encounter,A-612,0,413,Be careful!,None,False,Medium
E-10640,2025-04-01 14:31:00,H-1135,Tundra,bike_travel,,0,535,Scan complete.,None,False,Medium
E-10641,2025-04-23 05:22:00,H-1031,Canyon,encounter,A-315,0,59,Nice shot!,None,False,Low
E-10642,2025-05-09 03:27:00,H-1833,City Ruins,hunt_success,A-910,0,336,Enemy nearby!,Success,False,Medium
E-10643,2025-05-21 00:16:00,H-1962,Savanna,injured,,65,178,Nice shot!,None,True,Low
E-10644,2025-05-06 03:41:00,H-1054,Jungle,hunt_success,A-574,0,320,Be careful!,Success,False,Medium
E-10645,2025-04-18 05:52:00,H-1881,Volcanic Zone,injured,,15,204,Mission success.,None,False,Medium
E-10646,2025-04-09 22:51:00,H-1907,Savanna,bike_travel,,0,202,Low health warning!,None,False,Medium
E-10647,2025-05-14 10:42:00,H-1441,Volcanic Zone,hunt_success,A-929,0,791,Mission success.,Success,False,High
E-10648,2025-04-04 02:45:00,H-1329,Volcanic Zone,hunt_success,A-210,0,77,Enemy nearby!,Success,False,Low
E-10649,2025-05-01 06:12:00,H-1523,Canyon,hunt_success,A-143,0,538,Enemy nearby!,Success,False,Medium
E-10650,2025-04-05 20:40:00,H-1355,City Ruins,hunt_success,A-732,0,221,Enemy nearby!,Success,False,Medium
E-10651,2025-04-29 08:49:00,H-1420,Volcanic Zone,bike_travel,,0,816,Mission success.,None,False,High
E-10652,2025-05-17 21:59:00,H-1265,Volcanic Zone,hunt_failed,A-818,0,236,Mission success.,Failed,False,Medium
E-10653,2025-04-26 05:43:00,H-1118,Mountains,hunt_failed,A-779,0,859,Nice shot!,Failed,False,High
E-10654,2025-04-14 05:20:00,H-1819,City Ruins,injured,,60,773,Nice shot!,None,True,High
E-10655,2025-05-05 10:10:00,H-1961,City Ruins,injured,,11,619,Scan complete.,None,False,High
E-10656,2025-05-09 15:03:00,H-1568,City Ruins,bike_travel,,0,154,Enemy nearby!,None,False,Low
E-10657,2025-04-18 16:08:00,H-1824,Desert,encounter,A-205,0,649,Low health warning!,None,False,High
E-10658,2025-06-06 07:41:00,H-1618,Savanna,bike_travel,,0,381,Stay alert!,None,False,Medium
E-10659,2025-05-08 10:08:00,H-1118,Mountains,encounter,A-287,0,709,Be careful!,None,False,High
E-10660,2025-05-01 08:36:00,H-1129,Forest,hunt_success,A-551,0,692,Enemy nearby!,Success,False,High
E-10661,2025-05-22 22:53:00,H-1466,Canyon,injured,,26,188,Mission success.,None,False,Low
E-10662,2025-04-15 07:28:00,H-1088,Swamp,injured,,98,855,Nice shot!,None,True,High
E-10663,2025-04-28 17:30:00,H-1970,Savanna,encounter,A-374,0,501,Enemy nearby!,None,False,Medium
E-10664,2025-04-08 01:43:00,H-1592,Mountains,hunt_success,A-303,0,223,Stay alert!,Success,False,Medium
E-10665,2025-04-20 07:23:00,H-1430,Canyon,bike_travel,,0,282,Mission success.,None,False,Medium
E-10666,2025-06-09 06:25:00,H-1634,Desert,bike_travel,,0,444,Stay alert!,None,False,Medium
E-10667,2025-05-20 05:16:00,H-1756,Swamp,bike_travel,,0,928,Nice shot!,None,False,High
E-10668,2025-05-09 21:07:00,H-1384,Mountains,injured,,53,971,Enemy nearby!,None,True,High
E-10669,2025-04-02 23:57:00,H-1821,Desert,hunt_success,A-209,0,216,Enemy nearby!,Success,False,Medium
E-10670,2025-04-13 10:21:00,H-1118,Mountains,bike_travel,,0,889,Mission success.,None,False,High
E-10671,2025-06-05 06:38:00,H-1792,Volcanic Zone,bike_travel,,0,421,Be careful!,None,False,Medium
E-10672,2025-04-11 04:37:00,H-1522,Forest,injured,,83,371,Low health warning!,None,True,Medium
E-10673,2025-04-27 01:03:00,H-1799,Savanna,injured,,97,403,Nice shot!,None,True,Medium
E-10674,2025-05-10 19:58:00,H-1448,City Ruins,bike_travel,,0,931,Stay alert!,None,False,High
E-10675,2025-04-11 02:20:00,H-1207,Swamp,encounter,A-115,0,112,Mission success.,None,False,Low
E-10676,2025-04-08 00:39:00,H-1640,Swamp,injured,,10,636,Low health warning!,None,False,High
E-10677,2025-06-04 19:53:00,H-1401,Desert,encounter,A-573,0,548,Low health warning!,None,False,Medium
E-10678,2025-04-10 18:57:00,H-1797,Canyon,bike_travel,,0,373,Enemy nearby!,None,False,Medium
E-10679,2025-04-23 05:10:00,H-1383,Desert,bike_travel,,0,210,Stay alert!,None,False,Medium
E-10680,2025-05-04 18:38:00,H-1942,Jungle,bike_travel,,0,838,Low health warning!,None,False,High
E-10681,2025-05-25 07:44:00,H-1461,Desert,hunt_failed,A-295,0,398,Stay alert!,Failed,False,Medium
E-10682,2025-05-01 12:54:00,H-1043,Tundra,encounter,A-768,0,851,Mission success.,None,False,High
E-10683,2025-04-21 18:04:00,H-1441,Volcanic Zone,hunt_failed,A-272,0,217,Enemy nearby!,Failed,False,Medium
E-10684,2025-04-02 11:08:00,H-1527,Desert,injured,,99,75,Mission success.,None,True,Low
E-10685,2025-04-21 07:01:00,H-1634,Desert,injured,,37,682,Mission success.,None,False,High
E-10686,2025-04-22 22:37:00,H-1907,Savanna,hunt_success,A-457,0,577,Scan complete.,Success,False,Medium
E-10687,2025-05-09 12:53:00,H-1071,Jungle,injured,,71,384,Scan complete.,None,True,Medium
E-10688,2025-05-11 17:30:00,H-1862,Desert,hunt_success,A-114,0,474,Enemy nearby!,Success,False,Medium
E-10689,2025-05-12 23:53:00,H-1885,Jungle,hunt_failed,A-227,0,396,Low health warning!,Failed,False,Medium
E-10690,2025-04-24 07:48:00,H-1554,Mountains,hunt_success,A-489,0,996,Stay alert!,Success,False,High
E-10691,2025-06-03 11:43:00,H-1585,Tundra,hunt_success,A-538,0,632,Nice shot!,Success,False,High
E-10692,2025-05-03 10:00:00,H-1753,Mountains,injured,,17,525,Low health warning!,None,False,Medium
E-10693,2025-05-20 08:23:00,H-1558,Canyon,encounter,A-410,0,149,Be careful!,None,False,Low
E-10694,2025-06-05 03:46:00,H-1155,Savanna,hunt_success,A-816,0,545,Enemy nearby!,Success,False,Medium
E-10695,2025-04-28 14:33:00,H-1009,Swamp,hunt_failed,A-478,0,373,Mission success.,Failed,False,Medium
E-10696,2025-04-28 08:31:00,H-1747,Desert,encounter,A-597,0,110,Nice shot!,None,False,Low
E-10697,2025-06-08 20:56:00,H-1595,Forest,encounter,A-241,0,153,Mission success.,None,False,Low
E-10698,2025-05-18 18:34:00,H-1732,Swamp,bike_travel,,0,527,Scan complete.,None,False,Medium
E-10699,2025-05-18 10:07:00,H-1638,Tundra,hunt_success,A-934,0,949,Mission success.,Success,False,High
E-10700,2025-04-05 00:27:00,H-1749,City Ruins,encounter,A-701,0,120,Low health warning!,None,False,Low
E-10701,2025-04-30 19:04:00,H-1342,Savanna,hunt_success,A-150,0,745,Stay alert!,Success,False,High
E-10702,2025-06-07 23:37:00,H-1952,Mountains,hunt_failed,A-714,0,73,Nice shot!,Failed,False,Low
E-10703,2025-05-24 20:28:00,H-1190,City Ruins,hunt_failed,A-278,0,997,Mission success.,Failed,False,High
E-10704,2025-06-06 01:19:00,H-1860,Mountains,hunt_failed,A-681,0,350,Be careful!,Failed,False,Medium
E-10705,2025-04-04 20:30:00,H-1367,Forest,hunt_success,A-817,0,870,Low health warning!,Success,False,High
E-10706,2025-04-12 19:56:00,H-1840,Volcanic Zone,hunt_success,A-350,0,110,Be careful!,Success,False,Low
E-10707,2025-06-05 11:02:00,H-1426,Desert,hunt_success,A-310,0,207,Low health warning!,Success,False,Medium
E-10708,2025-05-07 01:11:00,H-1935,City Ruins,hunt_failed,A-876,0,764,Stay alert!,Failed,False,High
E-10709,2025-04-13 11:47:00,H-1622,Volcanic Zone,bike_travel,,0,369,Scan complete.,None,False,Medium
E-10710,2025-06-01 22:50:00,H-1253,Savanna,bike_travel,,0,300,Enemy nearby!,None,False,Medium
E-10711,2025-05-07 15:58:00,H-1878,Volcanic Zone,bike_travel,,0,325,Low health warning!,None,False,Medium
E-10712,2025-04-03 08:54:00,H-1102,Savanna,hunt_failed,A-127,0,491,Enemy nearby!,Failed,False,Medium
E-10713,2025-05-15 13:39:00,H-1616,Tundra,injured,,19,130,Low health warning!,None,False,Low
E-10714,2025-05-30 16:40:00,H-1600,Forest,injured,,97,209,Nice shot!,None,True,Medium
E-10715,2025-06-02 17:23:00,H-1590,Forest,bike_travel,,0,268,Enemy nearby!,None,False,Medium
E-10716,2025-05-16 01:45:00,H-1456,Savanna,bike_travel,,0,352,Stay alert!,None,False,Medium
E-10717,2025-04-10 18:55:00,H-1538,Tundra,hunt_success,A-184,0,983,Enemy nearby!,Success,False,High
E-10718,2025-06-02 11:19:00,H-1801,City Ruins,hunt_success,A-937,0,741,Mission success.,Success,False,High
E-10719,2025-04-06 05:53:00,H-1525,Canyon,bike_travel,,0,812,Nice shot!,None,False,High
E-10720,2025-04-17 23:45:00,H-1502,City Ruins,bike_travel,,0,738,Scan complete.,None,False,High
E-10721,2025-05-03 13:42:00,H-1656,Canyon,hunt_success,A-973,0,678,Stay alert!,Success,False,High
E-10722,2025-04-28 01:26:00,H-1716,Mountains,encounter,A-809,0,310,Nice shot!,None,False,Medium
E-10723,2025-05-06 08:13:00,H-1179,Forest,encounter,A-348,0,796,Be careful!,None,False,High
E-10724,2025-05-01 17:28:00,H-1668,City Ruins,encounter,A-354,0,945,Enemy nearby!,None,False,High
E-10725,2025-06-03 16:39:00,H-1986,Jungle,encounter,A-149,0,64,Be careful!,None,False,Low
E-10726,2025-06-09 00:24:00,H-1026,Savanna,hunt_success,A-972,0,651,Be careful!,Success,False,High
E-10727,2025-05-04 10:26:00,H-1842,Desert,hunt_failed,A-447,0,500,Nice shot!,Failed,False,Medium
