event_id,hunter_id,event_type,event_description,event_outcome
Event_379,Hunter_85,Treasure Found,Encountered a hidden treasure.,Failure
Event_380,Hunter_44,Animal Encounter,Encountered a dangerous obstacle.,Success
Event_381,Hunter_425,Animal Encounter,Encountered a dangerous obstacle.,Failure
Event_382,Hunter_655,Dangerous Challenge,Encountered a dangerous obstacle.,Failure
Event_383,Hunter_440,Dangerous Challenge,Encountered a rare animal.,Failure
Event_384,Hunter_919,Animal Encounter,Encountered a hidden treasure.,Success
Event_385,Hunter_660,Treasure Found,Encountered a rare animal.,Success
Event_386,Hunter_432,Treasure Found,Encountered a hidden treasure.,Failure
Event_387,Hunter_965,Animal Encounter,Encountered a hidden treasure.,Success
Event_388,Hunter_385,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_389,Hunter_6,Treasure Found,Encountered a hidden treasure.,Failure
Event_390,Hunter_683,Treasure Found,Encountered a hidden treasure.,Failure
Event_391,Hunter_265,Treasure Found,Encountered a hidden treasure.,Failure
Event_392,Hunter_703,Dangerous Challenge,Encountered a dangerous obstacle.,Failure
Event_393,Hunter_882,Animal Encounter,Encountered a hidden treasure.,Failure
Event_394,Hunter_339,Dangerous Challenge,Encountered a hidden treasure.,Success
Event_395,Hunter_104,Treasure Found,Encountered a hidden treasure.,Failure
Event_396,Hunter_97,Dangerous Challenge,Encountered a rare animal.,Success
Event_397,Hunter_880,Dangerous Challenge,Encountered a dangerous obstacle.,Failure
Event_398,Hunter_967,Treasure Found,Encountered a rare animal.,Success
Event_399,Hunter_497,Dangerous Challenge,Encountered a rare animal.,Failure
Event_400,Hunter_346,Animal Encounter,Encountered a dangerous obstacle.,Failure
Event_401,Hunter_901,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_402,Hunter_713,Dangerous Challenge,Encountered a dangerous obstacle.,Success
Event_403,Hunter_777,Treasure Found,Encountered a dangerous obstacle.,Success
Event_404,Hunter_339,Treasure Found,Encountered a rare animal.,Failure
Event_405,Hunter_678,Animal Encounter,Encountered a rare animal.,Failure
Event_406,Hunter_781,Treasure Found,Encountered a hidden treasure.,Success
Event_407,Hunter_745,Treasure Found,Encountered a hidden treasure.,Success
Event_408,Hunter_946,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_409,Hunter_422,Treasure Found,Encountered a hidden treasure.,Failure
Event_410,Hunter_609,Animal Encounter,Encountered a dangerous obstacle.,Success
Event_411,Hunter_153,Treasure Found,Encountered a rare animal.,Failure
Event_412,Hunter_206,Treasure Found,Encountered a dangerous obstacle.,Success
Event_413,Hunter_944,Treasure Found,Encountered a dangerous obstacle.,Success
Event_414,Hunter_706,Animal Encounter,Encountered a rare animal.,Failure
Event_415,Hunter_635,Animal Encounter,Encountered a dangerous obstacle.,Failure
Event_416,Hunter_431,Treasure Found,Encountered a rare animal.,Success
Event_417,Hunter_730,Treasure Found,Encountered a hidden treasure.,Failure
Event_418,Hunter_163,Treasure Found,Encountered a dangerous obstacle.,Failure
Event_419,Hunter_1000,Treasure Found,Encountered a dangerous obstacle.,Failure
Event_420,Hunter_826,Animal Encounter,Encountered a hidden treasure.,Failure
Event_421,Hunter_33,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_422,Hunter_804,Animal Encounter,Encountered a rare animal.,Failure
Event_423,Hunter_736,Dangerous Challenge,Encountered a dangerous obstacle.,Failure
Event_424,Hunter_329,Treasure Found,Encountered a hidden treasure.,Success
Event_425,Hunter_46,Dangerous Challenge,Encountered a dangerous obstacle.,Failure
Event_426,Hunter_608,Animal Encounter,Encountered a rare animal.,Failure
Event_427,Hunter_364,Dangerous Challenge,Encountered a dangerous obstacle.,Success
Event_428,Hunter_815,Treasure Found,Encountered a rare animal.,Success
Event_429,Hunter_832,Treasure Found,Encountered a hidden treasure.,Success
Event_430,Hunter_269,Treasure Found,Encountered a dangerous obstacle.,Success
Event_431,Hunter_540,Treasure Found,Encountered a dangerous obstacle.,Failure
Event_432,Hunter_849,Treasure Found,Encountered a hidden treasure.,Failure
Event_433,Hunter_461,Animal Encounter,Encountered a rare animal.,Failure
Event_434,Hunter_482,Treasure Found,Encountered a dangerous obstacle.,Failure
Event_435,Hunter_930,Dangerous Challenge,Encountered a dangerous obstacle.,Failure
Event_436,Hunter_991,Treasure Found,Encountered a hidden treasure.,Failure
Event_437,Hunter_700,Animal Encounter,Encountered a hidden treasure.,Success
Event_438,Hunter_5,Treasure Found,Encountered a hidden treasure.,Success
Event_439,Hunter_949,Animal Encounter,Encountered a rare animal.,Success
Event_440,Hunter_522,Animal Encounter,Encountered a rare animal.,Failure
Event_441,Hunter_271,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_442,Hunter_733,Treasure Found,Encountered a dangerous obstacle.,Success
Event_443,Hunter_43,Treasure Found,Encountered a hidden treasure.,Success
Event_444,Hunter_821,Animal Encounter,Encountered a hidden treasure.,Failure
Event_445,Hunter_90,Treasure Found,Encountered a dangerous obstacle.,Success
Event_446,Hunter_986,Dangerous Challenge,Encountered a rare animal.,Failure
Event_447,Hunter_4,Animal Encounter,Encountered a dangerous obstacle.,Failure
Event_448,Hunter_297,Treasure Found,Encountered a hidden treasure.,Failure
Event_449,Hunter_816,Dangerous Challenge,Encountered a rare animal.,Success
Event_450,Hunter_884,Treasure Found,Encountered a rare animal.,Failure
Event_451,Hunter_403,Treasure Found,Encountered a dangerous obstacle.,Success
Event_452,Hunter_234,Treasure Found,Encountered a hidden treasure.,Success
Event_453,Hunter_597,Treasure Found,Encountered a hidden treasure.,Failure
Event_454,Hunter_118,Treasure Found,Encountered a hidden treasure.,Success
Event_455,Hunter_349,Treasure Found,Encountered a hidden treasure.,Failure
Event_456,Hunter_350,Treasure Found,Encountered a hidden treasure.,Success
Event_457,Hunter_362,Treasure Found,Encountered a hidden treasure.,Failure
Event_458,Hunter_912,Animal Encounter,Encountered a rare animal.,Failure
Event_459,Hunter_218,Animal Encounter,Encountered a rare animal.,Success
Event_460,Hunter_945,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_461,Hunter_36,Animal Encounter,Encountered a hidden treasure.,Success
Event_462,Hunter_448,Treasure Found,Encountered a hidden treasure.,Success
Event_463,Hunter_190,Dangerous Challenge,Encountered a hidden treasure.,Success
Event_464,Hunter_779,Dangerous Challenge,Encountered a rare animal.,Failure
Event_465,Hunter_395,Animal Encounter,Encountered a rare animal.,Success
Event_466,Hunter_175,Animal Encounter,Encountered a hidden treasure.,Failure
Event_467,Hunter_983,Animal Encounter,Encountered a rare animal.,Success
Event_468,Hunter_931,Treasure Found,Encountered a rare animal.,Success
Event_469,Hunter_71,Treasure Found,Encountered a dangerous obstacle.,Failure
Event_470,Hunter_528,Animal Encounter,Encountered a hidden treasure.,Failure
Event_471,Hunter_24,Animal Encounter,Encountered a rare animal.,Failure
Event_472,Hunter_144,Dangerous Challenge,Encountered a rare animal.,Failure
Event_473,Hunter_515,Treasure Found,Encountered a dangerous obstacle.,Failure
Event_474,Hunter_51,Animal Encounter,Encountered a hidden treasure.,Success
Event_475,Hunter_786,Treasure Found,Encountered a rare animal.,Failure
Event_476,Hunter_690,Treasure Found,Encountered a dangerous obstacle.,Success
Event_477,Hunter_244,Animal Encounter,Encountered a dangerous obstacle.,Failure
Event_478,Hunter_269,Dangerous Challenge,Encountered a dangerous obstacle.,Failure
Event_479,Hunter_865,Animal Encounter,Encountered a hidden treasure.,Failure
Event_480,Hunter_361,Animal Encounter,Encountered a hidden treasure.,Failure
Event_481,Hunter_426,Treasure Found,Encountered a dangerous obstacle.,Success
Event_482,Hunter_98,Animal Encounter,Encountered a rare animal.,Success
Event_483,Hunter_1000,Animal Encounter,Encountered a hidden treasure.,Failure
Event_484,Hunter_607,Treasure Found,Encountered a dangerous obstacle.,Failure
Event_485,Hunter_587,Animal Encounter,Encountered a hidden treasure.,Failure
Event_486,Hunter_19,Dangerous Challenge,Encountered a dangerous obstacle.,Success
Event_487,Hunter_567,Treasure Found,Encountered a rare animal.,Success
Event_488,Hunter_838,Animal Encounter,Encountered a dangerous obstacle.,Success
Event_489,Hunter_282,Treasure Found,Encountered a dangerous obstacle.,Failure
Event_490,Hunter_243,Dangerous Challenge,Encountered a dangerous obstacle.,Success
Event_491,Hunter_536,Dangerous Challenge,Encountered a hidden treasure.,Success
Event_492,Hunter_855,Treasure Found,Encountered a dangerous obstacle.,Success
Event_493,Hunter_365,Treasure Found,Encountered a rare animal.,Success
Event_494,Hunter_80,Animal Encounter,Encountered a rare animal.,Success
Event_495,Hunter_942,Dangerous Challenge,Encountered a hidden treasure.,Success
Event_496,Hunter_619,Animal Encounter,Encountered a dangerous obstacle.,Success
Event_497,Hunter_765,Animal Encounter,Encountered a rare animal.,Failure
Event_498,Hunter_421,Dangerous Challenge,Encountered a rare animal.,Success
Event_499,Hunter_316,Animal Encounter,Encountered a dangerous obstacle.,Failure
Event_500,Hunter_843,Treasure Found,Encountered a rare animal.,Failure
Event_501,Hunter_539,Treasure Found,Encountered a rare animal.,Failure
Event_502,Hunter_153,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_503,Hunter_100,Dangerous Challenge,Encountered a rare animal.,Success
Event_504,Hunter_244,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_505,Hunter_961,Animal Encounter,Encountered a hidden treasure.,Success
Event_506,Hunter_365,Animal Encounter,Encountered a hidden treasure.,Success
Event_507,Hunter_109,Animal Encounter,Encountered a hidden treasure.,Success
Event_508,Hunter_687,Treasure Found,Encountered a hidden treasure.,Success
Event_509,Hunter_521,Animal Encounter,Encountered a rare animal.,Success
Event_510,Hunter_573,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_511,Hunter_709,Animal Encounter,Encountered a rare animal.,Success
Event_512,Hunter_596,Treasure Found,Encountered a rare animal.,Failure
Event_513,Hunter_822,Dangerous Challenge,Encountered a rare animal.,Success
Event_514,Hunter_238,Treasure Found,Encountered a rare animal.,Success
Event_515,Hunter_211,Treasure Found,Encountered a hidden treasure.,Success
Event_516,Hunter_529,Animal Encounter,Encountered a dangerous obstacle.,Failure
Event_517,Hunter_582,Dangerous Challenge,Encountered a rare animal.,Failure
Event_518,Hunter_216,Treasure Found,Encountered a hidden treasure.,Failure
Event_519,Hunter_342,Animal Encounter,Encountered a dangerous obstacle.,Success
Event_520,Hunter_398,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_521,Hunter_612,Animal Encounter,Encountered a dangerous obstacle.,Failure
Event_522,Hunter_149,Animal Encounter,Encountered a rare animal.,Success
Event_523,Hunter_78,Dangerous Challenge,Encountered a dangerous obstacle.,Failure
Event_524,Hunter_474,Animal Encounter,Encountered a dangerous obstacle.,Success
Event_525,Hunter_113,Dangerous Challenge,Encountered a dangerous obstacle.,Failure
Event_526,Hunter_559,Animal Encounter,Encountered a rare animal.,Success
Event_527,Hunter_933,Treasure Found,Encountered a hidden treasure.,Failure
Event_528,Hunter_621,Animal Encounter,Encountered a rare animal.,Success
Event_529,Hunter_694,Treasure Found,Encountered a hidden treasure.,Failure
Event_530,Hunter_209,Animal Encounter,Encountered a hidden treasure.,Success
Event_531,Hunter_917,Treasure Found,Encountered a dangerous obstacle.,Failure
Event_532,Hunter_54,Treasure Found,Encountered a hidden treasure.,Success
Event_533,Hunter_490,Animal Encounter,Encountered a hidden treasure.,Success
Event_534,Hunter_533,Dangerous Challenge,Encountered a rare animal.,Success
Event_535,Hunter_189,Treasure Found,Encountered a hidden treasure.,Success
Event_536,Hunter_967,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_537,Hunter_566,Treasure Found,Encountered a rare animal.,Success
Event_538,Hunter_330,Animal Encounter,Encountered a dangerous obstacle.,Success
Event_539,Hunter_568,Dangerous Challenge,Encountered a dangerous obstacle.,Failure
Event_540,Hunter_931,Dangerous Challenge,Encountered a rare animal.,Success
Event_541,Hunter_115,Animal Encounter,Encountered a hidden treasure.,Failure
Event_542,Hunter_957,Treasure Found,Encountered a dangerous obstacle.,Success
Event_543,Hunter_583,Animal Encounter,Encountered a hidden treasure.,Success
Event_544,Hunter_898,Treasure Found,Encountered a hidden treasure.,Success
Event_545,Hunter_823,Dangerous Challenge,Encountered a rare animal.,Failure
Event_546,Hunter_734,Dangerous Challenge,Encountered a rare animal.,Failure
Event_547,Hunter_319,Treasure Found,Encountered a dangerous obstacle.,Success
Event_548,Hunter_738,Dangerous Challenge,Encountered a rare animal.,Failure
Event_549,Hunter_660,Treasure Found,Encountered a dangerous obstacle.,Success
Event_550,Hunter_442,Dangerous Challenge,Encountered a hidden treasure.,Success
Event_551,Hunter_460,Treasure Found,Encountered a hidden treasure.,Failure
Event_552,Hunter_347,Dangerous Challenge,Encountered a hidden treasure.,Success
Event_553,Hunter_45,Treasure Found,Encountered a rare animal.,Failure
Event_554,Hunter_353,Animal Encounter,Encountered a dangerous obstacle.,Failure
Event_555,Hunter_795,Dangerous Challenge,Encountered a dangerous obstacle.,Failure
Event_556,Hunter_347,Animal Encounter,Encountered a hidden treasure.,Failure
Event_557,Hunter_30,Treasure Found,Encountered a rare animal.,Failure
Event_558,Hunter_479,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_559,Hunter_155,Treasure Found,Encountered a hidden treasure.,Success
Event_560,Hunter_555,Animal Encounter,Encountered a rare animal.,Failure
Event_561,Hunter_293,Animal Encounter,Encountered a rare animal.,Failure
Event_562,Hunter_664,Treasure Found,Encountered a dangerous obstacle.,Failure
Event_563,Hunter_545,Dangerous Challenge,Encountered a dangerous obstacle.,Failure
Event_564,Hunter_118,Treasure Found,Encountered a dangerous obstacle.,Success
Event_565,Hunter_455,Treasure Found,Encountered a hidden treasure.,Failure
Event_566,Hunter_534,Treasure Found,Encountered a rare animal.,Success
Event_567,Hunter_23,Animal Encounter,Encountered a dangerous obstacle.,Failure
Event_568,Hunter_846,Treasure Found,Encountered a hidden treasure.,Success
Event_569,Hunter_96,Dangerous Challenge,Encountered a dangerous obstacle.,Success
Event_570,Hunter_928,Dangerous Challenge,Encountered a hidden treasure.,Success
Event_571,Hunter_531,Animal Encounter,Encountered a dangerous obstacle.,Success
Event_572,Hunter_373,Treasure Found,Encountered a hidden treasure.,Failure
Event_573,Hunter_917,Dangerous Challenge,Encountered a dangerous obstacle.,Failure
Event_574,Hunter_6,Dangerous Challenge,Encountered a dangerous obstacle.,Success
Event_575,Hunter_577,Treasure Found,Encountered a dangerous obstacle.,Success
Event_576,Hunter_372,Animal Encounter,Encountered a rare animal.,Failure
Event_577,Hunter_545,Dangerous Challenge,Encountered a rare animal.,Success
Event_578,Hunter_374,Animal Encounter,Encountered a dangerous obstacle.,Failure
Event_579,Hunter_917,Animal Encounter,Encountered a dangerous obstacle.,Failure
Event_580,Hunter_14,Animal Encounter,Encountered a hidden treasure.,Success
Event_581,Hunter_815,Treasure Found,Encountered a rare animal.,Failure
Event_582,Hunter_651,Animal Encounter,Encountered a rare animal.,Failure
Event_583,Hunter_211,Animal Encounter,Encountered a rare animal.,Success
Event_584,Hunter_390,Dangerous Challenge,Encountered a rare animal.,Failure
Event_585,Hunter_814,Animal Encounter,Encountered a rare animal.,Success
Event_586,Hunter_538,Dangerous Challenge,Encountered a hidden treasure.,Success
Event_587,Hunter_107,Animal Encounter,Encountered a rare animal.,Failure
Event_588,Hunter_282,Dangerous Challenge,Encountered a rare animal.,Success
Event_589,Hunter_472,Treasure Found,Encountered a hidden treasure.,Failure
Event_590,Hunter_783,Dangerous Challenge,Encountered a rare animal.,Failure
Event_591,Hunter_40,Animal Encounter,Encountered a dangerous obstacle.,Success
Event_592,Hunter_958,Treasure Found,Encountered a rare animal.,Failure
Event_593,Hunter_746,Treasure Found,Encountered a hidden treasure.,Success
Event_594,Hunter_20,Animal Encounter,Encountered a rare animal.,Failure
Event_595,Hunter_845,Treasure Found,Encountered a rare animal.,Success
Event_596,Hunter_237,Animal Encounter,Encountered a dangerous obstacle.,Success
Event_597,Hunter_715,Animal Encounter,Encountered a rare animal.,Failure
Event_598,Hunter_686,Animal Encounter,Encountered a hidden treasure.,Success
Event_599,Hunter_989,Dangerous Challenge,Encountered a rare animal.,Failure
Event_600,Hunter_772,Animal Encounter,Encountered a rare animal.,Failure
Event_601,Hunter_240,Dangerous Challenge,Encountered a hidden treasure.,Success
Event_602,Hunter_585,Dangerous Challenge,Encountered a hidden treasure.,Success
Event_603,Hunter_840,Treasure Found,Encountered a rare animal.,Success
Event_604,Hunter_910,Dangerous Challenge,Encountered a dangerous obstacle.,Success
Event_605,Hunter_895,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_606,Hunter_485,Treasure Found,Encountered a rare animal.,Success
Event_607,Hunter_80,Dangerous Challenge,Encountered a rare animal.,Failure
Event_608,Hunter_802,Treasure Found,Encountered a dangerous obstacle.,Success
Event_609,Hunter_619,Treasure Found,Encountered a dangerous obstacle.,Failure
Event_610,Hunter_641,Treasure Found,Encountered a dangerous obstacle.,Success
Event_611,Hunter_648,Animal Encounter,Encountered a dangerous obstacle.,Success
Event_612,Hunter_287,Treasure Found,Encountered a hidden treasure.,Success
Event_613,Hunter_938,Treasure Found,Encountered a dangerous obstacle.,Failure
Event_614,Hunter_723,Animal Encounter,Encountered a rare animal.,Failure
Event_615,Hunter_380,Animal Encounter,Encountered a dangerous obstacle.,Success
Event_616,Hunter_857,Animal Encounter,Encountered a rare animal.,Failure
Event_617,Hunter_612,Animal Encounter,Encountered a rare animal.,Failure
Event_618,Hunter_923,Dangerous Challenge,Encountered a rare animal.,Success
Event_619,Hunter_337,Animal Encounter,Encountered a rare animal.,Success
Event_620,Hunter_513,Animal Encounter,Encountered a rare animal.,Failure
Event_621,Hunter_972,Dangerous Challenge,Encountered a dangerous obstacle.,Success
Event_622,Hunter_49,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_623,Hunter_358,Treasure Found,Encountered a hidden treasure.,Success
Event_624,Hunter_51,Treasure Found,Encountered a dangerous obstacle.,Success
Event_625,Hunter_72,Dangerous Challenge,Encountered a rare animal.,Success
Event_626,Hunter_363,Treasure Found,Encountered a rare animal.,Failure
Event_627,Hunter_920,Treasure Found,Encountered a rare animal.,Failure
Event_628,Hunter_544,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_629,Hunter_817,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_630,Hunter_588,Dangerous Challenge,Encountered a rare animal.,Success
Event_631,Hunter_940,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_632,Hunter_65,Animal Encounter,Encountered a hidden treasure.,Success
Event_633,Hunter_277,Dangerous Challenge,Encountered a hidden treasure.,Success
Event_634,Hunter_753,Dangerous Challenge,Encountered a rare animal.,Failure
Event_635,Hunter_25,Animal Encounter,Encountered a hidden treasure.,Success
Event_636,Hunter_164,Dangerous Challenge,Encountered a dangerous obstacle.,Failure
Event_637,Hunter_195,Dangerous Challenge,Encountered a hidden treasure.,Success
Event_638,Hunter_837,Treasure Found,Encountered a dangerous obstacle.,Failure
Event_639,Hunter_922,Treasure Found,Encountered a hidden treasure.,Failure
Event_640,Hunter_440,Dangerous Challenge,Encountered a rare animal.,Failure
Event_641,Hunter_597,Treasure Found,Encountered a hidden treasure.,Success
Event_642,Hunter_659,Treasure Found,Encountered a hidden treasure.,Failure
Event_643,Hunter_582,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_644,Hunter_227,Animal Encounter,Encountered a hidden treasure.,Failure
Event_645,Hunter_431,Treasure Found,Encountered a rare animal.,Success
Event_646,Hunter_842,Animal Encounter,Encountered a rare animal.,Failure
Event_647,Hunter_569,Dangerous Challenge,Encountered a hidden treasure.,Success
Event_648,Hunter_244,Treasure Found,Encountered a rare animal.,Failure
Event_649,Hunter_951,Treasure Found,Encountered a dangerous obstacle.,Failure
Event_650,Hunter_715,Treasure Found,Encountered a hidden treasure.,Success
Event_651,Hunter_178,Treasure Found,Encountered a hidden treasure.,Success
Event_652,Hunter_202,Dangerous Challenge,Encountered a hidden treasure.,Success
Event_653,Hunter_318,Treasure Found,Encountered a hidden treasure.,Failure
Event_654,Hunter_353,Dangerous Challenge,Encountered a rare animal.,Failure
Event_655,Hunter_907,Animal Encounter,Encountered a hidden treasure.,Success
Event_656,Hunter_234,Animal Encounter,Encountered a dangerous obstacle.,Success
Event_657,Hunter_706,Treasure Found,Encountered a dangerous obstacle.,Failure
Event_658,Hunter_187,Treasure Found,Encountered a rare animal.,Failure
Event_659,Hunter_892,Animal Encounter,Encountered a dangerous obstacle.,Success
Event_660,Hunter_221,Treasure Found,Encountered a rare animal.,Failure
Event_661,Hunter_818,Treasure Found,Encountered a rare animal.,Failure
Event_662,Hunter_698,Treasure Found,Encountered a dangerous obstacle.,Failure
Event_663,Hunter_7,Treasure Found,Encountered a rare animal.,Failure
Event_664,Hunter_277,Dangerous Challenge,Encountered a hidden treasure.,Success
Event_665,Hunter_660,Dangerous Challenge,Encountered a dangerous obstacle.,Success
Event_666,Hunter_661,Animal Encounter,Encountered a rare animal.,Success
Event_667,Hunter_993,Dangerous Challenge,Encountered a dangerous obstacle.,Success
Event_668,Hunter_338,Animal Encounter,Encountered a dangerous obstacle.,Success
Event_669,Hunter_506,Animal Encounter,Encountered a hidden treasure.,Success
Event_670,Hunter_821,Treasure Found,Encountered a dangerous obstacle.,Success
Event_671,Hunter_900,Dangerous Challenge,Encountered a dangerous obstacle.,Success
Event_672,Hunter_642,Dangerous Challenge,Encountered a hidden treasure.,Success
Event_673,Hunter_449,Treasure Found,Encountered a rare animal.,Success
Event_674,Hunter_974,Dangerous Challenge,Encountered a rare animal.,Failure
Event_675,Hunter_364,Dangerous Challenge,Encountered a hidden treasure.,Success
Event_676,Hunter_674,Treasure Found,Encountered a hidden treasure.,Success
Event_677,Hunter_334,Treasure Found,Encountered a rare animal.,Success
Event_678,Hunter_670,Dangerous Challenge,Encountered a hidden treasure.,Success
Event_679,Hunter_576,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_680,Hunter_240,Treasure Found,Encountered a hidden treasure.,Failure
Event_681,Hunter_68,Dangerous Challenge,Encountered a dangerous obstacle.,Failure
Event_682,Hunter_721,Animal Encounter,Encountered a rare animal.,Success
Event_683,Hunter_601,Treasure Found,Encountered a rare animal.,Failure
Event_684,Hunter_331,Treasure Found,Encountered a hidden treasure.,Failure
Event_685,Hunter_615,Dangerous Challenge,Encountered a rare animal.,Failure
Event_686,Hunter_545,Dangerous Challenge,Encountered a hidden treasure.,Success
Event_687,Hunter_320,Dangerous Challenge,Encountered a rare animal.,Failure
Event_688,Hunter_682,Animal Encounter,Encountered a hidden treasure.,Failure
Event_689,Hunter_596,Treasure Found,Encountered a dangerous obstacle.,Success
Event_690,Hunter_599,Treasure Found,Encountered a hidden treasure.,Success
Event_691,Hunter_18,Animal Encounter,Encountered a hidden treasure.,Success
Event_692,Hunter_153,Treasure Found,Encountered a hidden treasure.,Success
Event_693,Hunter_2,Dangerous Challenge,Encountered a rare animal.,Failure
Event_694,Hunter_491,Treasure Found,Encountered a dangerous obstacle.,Success
Event_695,Hunter_418,Animal Encounter,Encountered a hidden treasure.,Failure
Event_696,Hunter_908,Treasure Found,Encountered a hidden treasure.,Failure
Event_697,Hunter_888,Dangerous Challenge,Encountered a rare animal.,Failure
Event_698,Hunter_209,Dangerous Challenge,Encountered a dangerous obstacle.,Failure
Event_699,Hunter_18,Dangerous Challenge,Encountered a hidden treasure.,Success
Event_700,Hunter_989,Animal Encounter,Encountered a hidden treasure.,Failure
Event_701,Hunter_465,Animal Encounter,Encountered a hidden treasure.,Success
Event_702,Hunter_424,Dangerous Challenge,Encountered a dangerous obstacle.,Success
Event_703,Hunter_138,Animal Encounter,Encountered a hidden treasure.,Success
Event_704,Hunter_404,Treasure Found,Encountered a dangerous obstacle.,Success
Event_705,Hunter_713,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_706,Hunter_605,Treasure Found,Encountered a rare animal.,Failure
Event_707,Hunter_707,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_708,Hunter_694,Treasure Found,Encountered a rare animal.,Success
Event_709,Hunter_61,Treasure Found,Encountered a dangerous obstacle.,Success
Event_710,Hunter_817,Animal Encounter,Encountered a hidden treasure.,Success
Event_711,Hunter_790,Treasure Found,Encountered a hidden treasure.,Success
Event_712,Hunter_218,Animal Encounter,Encountered a rare animal.,Failure
Event_713,Hunter_432,Dangerous Challenge,Encountered a rare animal.,Failure
Event_714,Hunter_937,Treasure Found,Encountered a hidden treasure.,Failure
Event_715,Hunter_545,Dangerous Challenge,Encountered a rare animal.,Failure
Event_716,Hunter_29,Dangerous Challenge,Encountered a dangerous obstacle.,Success
Event_717,Hunter_533,Animal Encounter,Encountered a rare animal.,Failure
Event_718,Hunter_150,Animal Encounter,Encountered a dangerous obstacle.,Success
Event_719,Hunter_727,Treasure Found,Encountered a rare animal.,Success
Event_720,Hunter_605,Treasure Found,Encountered a rare animal.,Failure
Event_721,Hunter_23,Animal Encounter,Encountered a rare animal.,Success
Event_722,Hunter_902,Dangerous Challenge,Encountered a dangerous obstacle.,Success
Event_723,Hunter_816,Treasure Found,Encountered a dangerous obstacle.,Failure
Event_724,Hunter_912,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_725,Hunter_857,Dangerous Challenge,Encountered a rare animal.,Failure
Event_726,Hunter_395,Treasure Found,Encountered a dangerous obstacle.,Success
Event_727,Hunter_288,Animal Encounter,Encountered a dangerous obstacle.,Failure
Event_728,Hunter_441,Dangerous Challenge,Encountered a rare animal.,Failure
Event_729,Hunter_565,Treasure Found,Encountered a hidden treasure.,Success
Event_730,Hunter_953,Dangerous Challenge,Encountered a rare animal.,Failure
Event_731,Hunter_762,Dangerous Challenge,Encountered a rare animal.,Failure
Event_732,Hunter_109,Treasure Found,Encountered a dangerous obstacle.,Success
Event_733,Hunter_557,Treasure Found,Encountered a dangerous obstacle.,Failure
Event_734,Hunter_10,Treasure Found,Encountered a rare animal.,Success
Event_735,Hunter_878,Dangerous Challenge,Encountered a dangerous obstacle.,Failure
Event_736,Hunter_607,Treasure Found,Encountered a hidden treasure.,Success
Event_737,Hunter_319,Treasure Found,Encountered a rare animal.,Failure
Event_738,Hunter_727,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_739,Hunter_645,Treasure Found,Encountered a hidden treasure.,Success
Event_740,Hunter_356,Animal Encounter,Encountered a rare animal.,Failure
Event_741,Hunter_355,Animal Encounter,Encountered a hidden treasure.,Failure
Event_742,Hunter_957,Dangerous Challenge,Encountered a rare animal.,Failure
Event_743,Hunter_614,Treasure Found,Encountered a hidden treasure.,Failure
Event_744,Hunter_228,Treasure Found,Encountered a hidden treasure.,Success
Event_745,Hunter_243,Animal Encounter,Encountered a rare animal.,Success
Event_746,Hunter_874,Treasure Found,Encountered a hidden treasure.,Failure
Event_747,Hunter_832,Animal Encounter,Encountered a hidden treasure.,Failure
Event_748,Hunter_588,Treasure Found,Encountered a hidden treasure.,Failure
Event_749,Hunter_368,Dangerous Challenge,Encountered a dangerous obstacle.,Success
Event_750,Hunter_107,Treasure Found,Encountered a rare animal.,Success
Event_751,Hunter_295,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_752,Hunter_434,Dangerous Challenge,Encountered a rare animal.,Failure
Event_753,Hunter_653,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_754,Hunter_862,Dangerous Challenge,Encountered a rare animal.,Success
Event_755,Hunter_200,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_756,Hunter_603,Treasure Found,Encountered a dangerous obstacle.,Success
Event_757,Hunter_772,Dangerous Challenge,Encountered a hidden treasure.,Failure
Event_758,Hunter_907,Treasure Found,Encountered a hidden treasure.,Success
Event_759,Hunter_739,Dangerous Challenge,Encountered a rare animal.,Success
