hunter_id,day,terrain_visited,animals_hunted,health,stamina,fame,money_earned,experience_points
H0036,2,Arctic,5,59,96,96,4115,80
H0036,3,Swamp,5,76,42,126,1705,130
H0036,4,Mountain,0,58,39,126,0,130
H0036,5,Desert,2,86,66,142,1032,150
H0036,6,Rainforest,2,84,82,152,326,170
H0036,7,Savanna,2,76,65,166,966,190
H0036,8,Volcanic,3,94,84,196,2937,220
H0036,9,Arctic,3,77,36,223,2796,250
H0036,10,Tundra,1,76,42,232,693,260
H0036,11,Savanna,1,73,88,242,551,270
H0036,12,Urban Ruins,1,68,76,251,485,280
H0036,13,Arctic,4,60,31,279,1440,320
H0036,14,Swamp,1,65,54,288,720,330
H0036,15,Swamp,5,64,30,323,3975,380
H0036,16,Urban Ruins,1,51,34,337,850,390
H0036,17,Rainforest,1,87,40,350,627,400
H0036,18,Rainforest,1,79,53,359,993,410
H0036,19,Mountain,0,50,82,359,0,410
H0036,20,Jungle,1,72,44,370,317,420
H0036,21,Urban Ruins,2,53,62,384,1070,440
H0036,22,Desert,4,55,68,436,944,480
H0036,23,Arctic,0,60,47,436,0,480
H0036,24,Arctic,4,84,82,488,2280,520
H0036,25,Rainforest,4,74,94,508,3512,560
H0036,26,Volcanic,2,70,81,530,1042,580
H0036,27,Desert,2,87,48,550,628,600
H0036,28,Arctic,1,55,63,561,783,610
H0036,29,Desert,4,79,41,613,1904,650
H0036,30,Tundra,2,59,49,635,858,670
H0036,31,Jungle,2,63,57,647,560,690
H0036,32,Urban Ruins,5,95,57,717,1705,740
H0036,33,Swamp,4,52,73,753,3312,780
H0036,34,Jungle,2,70,94,763,1842,800
H0036,35,Swamp,1,53,99,775,709,810
H0036,36,Jungle,1,91,92,788,680,820
H0036,37,Arctic,3,100,99,833,408,850
H0036,38,Volcanic,1,99,63,839,528,860
H0036,39,Urban Ruins,5,92,71,894,1640,910
H0036,40,Desert,1,50,85,901,659,920
H0036,41,Rainforest,1,62,48,914,217,930
H0036,42,Jungle,2,85,89,924,420,950
H0036,43,Swamp,4,58,41,968,3832,990
H0036,44,Tundra,4,96,72,1020,1868,1030
H0036,45,Savanna,5,88,49,1050,2230,1080
H0036,46,Desert,2,67,81,1070,1016,1100
H0036,47,Jungle,3,55,67,1085,1266,1130
H0036,48,Desert,2,53,69,1101,320,1150
H0036,49,Swamp,3,69,38,1128,2604,1180
H0036,50,Rainforest,1,60,85,1140,825,1190
H0036,51,Savanna,3,74,50,1158,432,1220
H0036,52,Arctic,3,91,84,1203,2793,1250
H0036,53,Swamp,3,90,71,1230,2952,1280
H0036,54,Urban Ruins,0,62,54,1230,0,1280
H0036,55,Arctic,1,57,64,1242,573,1290
H0036,56,Rainforest,2,75,34,1264,1576,1310
H0036,57,Rainforest,5,62,67,1299,4420,1360
H0036,58,Urban Ruins,2,62,63,1329,410,1380
H0036,59,Jungle,2,78,87,1355,1222,1400
H0036,60,Mountain,0,52,44,1355,0,1400
H0036,61,Jungle,4,90,89,1383,1620,1440
H0036,62,Urban Ruins,4,75,47,1431,3548,1480
H0036,63,Desert,1,60,41,1436,431,1490
H0036,64,Rainforest,1,83,50,1451,209,1500
H0036,65,Desert,3,53,79,1481,2280,1530
H0036,66,Volcanic,5,77,62,1541,2145,1580
H0036,67,Savanna,5,57,79,1596,2560,1630
H0036,68,Arctic,5,59,52,1641,4760,1680
H0036,69,Tundra,2,51,61,1653,1466,1700
H0036,70,Swamp,2,80,35,1671,216,1720
H0036,71,Mountain,4,76,75,1711,1604,1760
H0036,72,Urban Ruins,4,91,47,1731,1392,1800
H0036,73,Urban Ruins,3,80,33,1764,1545,1830
H0036,74,Desert,2,79,30,1792,254,1850
H0036,75,Urban Ruins,1,91,79,1807,599,1860
H0036,76,Desert,3,51,67,1852,300,1890
H0036,77,Volcanic,5,67,92,1892,2195,1940
H0036,78,Volcanic,0,91,76,1892,0,1940
H0036,79,Volcanic,3,67,88,1934,1293,1970
H0036,80,Rainforest,5,81,77,2004,1605,2020
H0036,81,Arctic,1,81,33,2018,225,2030
H0036,82,Swamp,1,93,70,2029,800,2040
H0036,83,Swamp,5,57,79,2104,1525,2090
H0036,84,Arctic,0,88,56,2104,0,2090
H0036,85,Tundra,2,77,31,2128,1778,2110
H0036,86,Jungle,1,50,80,2133,531,2120
H0036,87,Jungle,5,85,45,2193,2145,2170
H0036,88,Rainforest,0,80,47,2193,0,2170
H0036,89,Urban Ruins,2,97,75,2211,1932,2190
H0036,90,Swamp,1,83,48,2218,709,2200
H0036,91,Rainforest,1,58,80,2223,410,2210
H0036,92,Jungle,3,100,94,2259,2193,2240
H0036,93,Savanna,2,86,62,2273,1792,2260
H0036,94,Desert,2,61,81,2295,1926,2280
H0036,95,Jungle,3,93,45,2328,2121,2310
H0036,96,Mountain,0,65,83,2328,0,2310
H0036,97,Jungle,2,64,95,2346,1518,2330
H0036,98,Desert,5,69,49,2411,1265,2380
H0036,99,Urban Ruins,1,73,50,2423,895,2390
H0036,100,Mountain,0,71,72,2423,0,2390
H0037,1,Volcanic,1,82,97,13,400,10
H0037,2,Swamp,2,55,58,31,380,30
H0037,3,Volcanic,5,95,37,91,1605,80
H0037,4,Urban Ruins,4,80,63,131,1176,120
H0037,5,Savanna,0,83,84,131,0,120
H0037,6,Jungle,4,62,36,159,1472,160
H0037,7,Swamp,2,63,84,175,1680,180
H0037,8,Mountain,3,80,82,196,1683,210
H0037,9,Desert,4,74,88,220,3492,250
H0037,10,Savanna,2,99,30,236,1008,270
H0037,11,Urban Ruins,1,92,60,249,766,280
H0037,12,Jungle,4,87,88,269,1156,320
H0037,13,Tundra,5,72,45,314,4310,370
H0037,14,Savanna,0,55,44,314,0,370
H0037,15,Swamp,0,76,44,314,0,370
H0037,16,Arctic,5,51,39,349,3150,420
H0037,17,Desert,4,70,97,385,1664,460
H0037,18,Desert,1,89,45,390,199,470
H0037,19,Arctic,5,81,52,455,2165,520
H0037,20,Tundra,0,68,70,455,0,520
H0037,21,Swamp,4,74,30,507,2272,560
H0037,22,Arctic,5,77,78,572,1545,610
H0037,23,Urban Ruins,3,100,53,608,1512,640
H0037,24,Volcanic,0,73,88,608,0,640
H0037,25,Desert,1,52,35,623,288,650
H0037,26,Arctic,4,90,96,667,2164,690
H0037,27,Savanna,1,70,89,677,286,700
H0037,28,Rainforest,5,90,65,737,590,750
H0037,29,Arctic,2,79,68,765,1644,770
H0037,30,Desert,2,59,99,789,1292,790
H0037,31,Mountain,1,73,43,800,813,800
H0037,32,Volcanic,4,98,66,824,3400,840
H0037,33,Tundra,5,74,49,849,975,890
H0037,34,Savanna,3,88,84,876,2130,920
H0037,35,Swamp,0,62,69,876,0,920
H0037,36,Swamp,4,83,72,932,2288,960
H0037,37,Swamp,5,66,31,972,1540,1010
H0037,38,Volcanic,2,78,50,1002,1506,1030
H0037,39,Tundra,0,97,56,1002,0,1030
H0037,40,Jungle,4,87,84,1050,3092,1070
H0037,41,Arctic,2,88,87,1070,1050,1090
H0037,42,Jungle,2,100,53,1100,732,1110
H0037,43,Rainforest,4,56,94,1140,1060,1150
H0037,44,Savanna,4,86,94,1188,1440,1190
H0037,45,Savanna,3,67,40,1233,600,1220
H0037,46,Rainforest,2,89,65,1249,1188,1240
H0037,47,Volcanic,3,98,92,1288,543,1270
H0037,48,Arctic,1,55,45,1300,797,1280
H0037,49,Jungle,5,99,99,1360,3620,1330
H0037,50,Rainforest,0,61,88,1360,0,1330
H0037,51,Swamp,1,56,36,1365,243,1340
H0037,52,Volcanic,3,54,84,1401,1335,1370
H0037,53,Savanna,0,94,71,1401,0,1370
H0037,54,Jungle,1,66,62,1408,476,1380
H0037,55,Volcanic,0,82,46,1408,0,1380
H0037,56,Tundra,2,51,91,1436,1152,1400
H0037,57,Volcanic,3,77,92,1454,1629,1430
H0037,58,Jungle,5,63,58,1509,2215,1480
H0037,59,Savanna,1,52,81,1515,409,1490
H0037,60,Rainforest,5,87,98,1570,3145,1540
H0037,61,Urban Ruins,4,100,100,1594,2256,1580
H0037,62,Volcanic,4,76,77,1646,2404,1620
H0037,63,Tundra,3,67,75,1661,1227,1650
H0037,64,Savanna,1,58,94,1666,506,1660
H0037,65,Swamp,4,87,64,1710,2648,1700
H0037,66,Mountain,2,97,63,1736,664,1720
H0037,67,Jungle,5,85,42,1811,845,1770
H0037,68,Rainforest,0,73,41,1811,0,1770
H0037,69,Savanna,1,84,34,1819,957,1780
H0037,70,Arctic,5,97,81,1894,1995,1830
H0037,71,Urban Ruins,4,57,71,1950,2488,1870
H0037,72,Urban Ruins,1,68,45,1958,875,1880
H0037,73,Jungle,3,89,61,1979,651,1910
H0037,74,Tundra,2,94,36,2003,1702,1930
H0037,75,Desert,2,68,42,2017,984,1950
H0037,76,Desert,1,61,50,2032,163,1960
H0037,77,Desert,1,62,80,2039,891,1970
H0037,78,Mountain,1,100,82,2045,151,1980
H0037,79,Savanna,1,81,90,2050,207,1990
H0037,80,Volcanic,5,75,58,2095,1195,2040
H0037,81,Savanna,2,95,97,2105,488,2060
H0037,82,Jungle,5,65,33,2170,1500,2110
H0037,83,Swamp,2,80,49,2194,852,2130
H0037,84,Mountain,3,59,35,2209,1521,2160
H0037,85,Volcanic,1,74,61,2222,205,2170
H0037,86,Volcanic,2,60,51,2234,254,2190
H0037,87,Rainforest,2,88,74,2254,1092,2210
H0037,88,Jungle,5,98,84,2319,1690,2260
H0037,89,Rainforest,5,62,68,2369,3500,2310
H0037,90,Jungle,5,59,37,2429,4555,2360
H0037,91,Jungle,2,83,56,2441,1474,2380
H0037,92,Urban Ruins,0,90,30,2441,0,2380
H0037,93,Rainforest,0,65,98,2441,0,2380
H0037,94,Mountain,2,76,68,2461,262,2400
H0037,95,Arctic,2,95,74,2489,304,2420
H0037,96,Arctic,2,76,45,2517,1598,2440
H0037,97,Mountain,4,88,73,2573,824,2480
H0037,98,Urban Ruins,3,68,48,2603,2796,2510
H0037,99,Arctic,1,88,54,2618,862,2520
H0037,100,Swamp,4,96,95,2646,2960,2560
H0038,1,Jungle,0,81,73,0,0,0
H0038,2,Desert,3,79,73,39,987,30
H0038,3,Savanna,5,78,46,89,4670,80
H0038,4,Urban Ruins,1,98,63,98,297,90
H0038,5,Savanna,3,69,68,140,609,120
H0038,6,Rainforest,0,50,70,140,0,120
H0038,7,Volcanic,1,96,74,155,301,130
H0038,8,Volcanic,2,96,77,175,1598,150
H0038,9,Swamp,1,61,99,184,201,160
H0038,10,Swamp,0,60,100,184,0,160
H0038,11,Savanna,2,56,75,212,1886,180
H0038,12,Arctic,4,91,97,264,1996,220
H0038,13,Mountain,1,99,55,272,818,230
H0038,14,Rainforest,5,89,73,302,2995,280
H0038,15,Volcanic,5,63,41,337,1945,330
H0038,16,Desert,1,68,90,345,572,340
H0038,17,Swamp,1,71,42,357,803,350
H0038,18,Volcanic,0,83,69,357,0,350
H0038,19,Volcanic,5,56,70,397,4825,400
H0038,20,Desert,5,95,88,437,1390,450
H0038,21,Rainforest,0,67,35,437,0,450
H0038,22,Mountain,5,91,73,507,1440,500
H0038,23,Urban Ruins,3,53,87,537,1707,530
H0038,24,Swamp,4,85,71,557,1004,570
H0038,25,Arctic,1,72,97,562,880,580
H0038,26,Jungle,3,54,73,598,1086,610
H0038,27,Rainforest,3,53,38,643,852,640
H0038,28,Urban Ruins,2,94,40,673,408,660
H0038,29,Swamp,2,75,33,697,1922,680
H0038,30,Swamp,3,55,46,715,654,710
H0038,31,Jungle,3,95,89,757,1470,740
H0038,32,Rainforest,3,50,78,787,2568,770
H0038,33,Rainforest,4,84,65,823,2356,810
H0038,34,Arctic,3,58,57,868,642,840
H0038,35,Jungle,3,79,93,910,2442,870
H0038,36,Jungle,2,70,65,928,1300,890
H0038,37,Jungle,2,92,92,956,276,910
H0038,38,Desert,0,79,63,956,0,910
H0038,39,Jungle,0,72,77,956,0,910
H0038,40,Swamp,2,98,46,976,620,930
H0038,41,Rainforest,1,51,65,986,832,940
H0038,42,Desert,0,75,81,986,0,940
H0038,43,Tundra,1,74,52,996,793,950
H0038,44,Jungle,3,90,41,1011,1719,980
H0038,45,Tundra,1,76,38,1017,253,990
H0038,46,Savanna,5,98,30,1087,1220,1040
H0038,47,Volcanic,1,72,89,1097,855,1050
H0038,48,Savanna,4,80,48,1137,2784,1090
H0038,49,Tundra,1,93,95,1148,173,1100
H0038,50,Rainforest,2,78,71,1170,1078,1120
H0038,51,Volcanic,3,77,96,1188,2721,1150
H0038,52,Volcanic,1,75,83,1197,588,1160
H0038,53,Volcanic,5,74,85,1237,1930,1210
H0038,54,Urban Ruins,3,90,100,1270,2397,1240
H0038,55,Volcanic,5,86,48,1315,3510,1290
H0038,56,Jungle,1,63,82,1327,108,1300
H0038,57,Tundra,4,83,62,1347,620,1340
H0038,58,Tundra,2,95,30,1363,290,1360
H0038,59,Volcanic,2,94,74,1377,852,1380
H0038,60,Mountain,1,53,91,1386,911,1390
H0038,61,Arctic,0,97,67,1386,0,1390
H0038,62,Desert,0,100,30,1386,0,1390
H0038,63,Savanna,0,93,88,1386,0,1390
H0038,64,Tundra,4,59,66,1438,568,1430
H0038,65,Desert,0,87,59,1438,0,1430
H0038,66,Jungle,3,67,31,1456,300,1460
H0038,67,Rainforest,0,93,51,1456,0,1460
H0038,68,Rainforest,2,56,53,1482,1572,1480
H0038,69,Arctic,3,67,40,1500,387,1510
H0038,70,Volcanic,2,82,80,1512,878,1530
H0038,71,Tundra,3,70,56,1527,2016,1560
H0038,72,Savanna,5,58,52,1587,4095,1610
H0038,73,Mountain,0,92,91,1587,0,1610
H0038,74,Arctic,4,93,66,1639,1332,1650
H0038,75,Savanna,0,63,82,1639,0,1650
H0038,76,Desert,2,70,52,1657,874,1670
H0038,77,Tundra,2,64,89,1677,1876,1690
H0038,78,Urban Ruins,5,98,71,1717,1105,1740
H0038,79,Volcanic,0,94,88,1717,0,1740
H0038,80,Savanna,4,71,78,1737,732,1780
H0038,81,Urban Ruins,5,88,46,1792,755,1830
H0038,82,Tundra,0,97,70,1792,0,1830
H0038,83,Tundra,1,50,82,1802,734,1840
H0038,84,Desert,2,95,57,1812,774,1860
H0038,85,Tundra,0,70,98,1812,0,1860
H0038,86,Savanna,1,83,99,1824,417,1870
H0038,87,Swamp,5,51,93,1874,3375,1920
H0038,88,Mountain,4,94,50,1934,1936,1960
H0038,89,Volcanic,0,75,85,1934,0,1960
H0038,90,Arctic,2,70,72,1964,240,1980
H0038,91,Arctic,0,51,87,1964,0,1980
H0038,92,Desert,0,73,30,1964,0,1980
H0038,93,Tundra,0,57,79,1964,0,1980
H0038,94,Rainforest,2,64,73,1990,1260,2000
H0038,95,Mountain,0,70,75,1990,0,2000
H0038,96,Savanna,2,80,92,2004,494,2020
H0038,97,Jungle,2,84,48,2034,762,2040
H0038,98,Tundra,5,90,38,2069,2410,2090
H0038,99,Volcanic,0,83,34,2069,0,2090
H0038,100,Jungle,2,92,77,2083,892,2110
H0039,1,Arctic,4,68,77,48,2920,40
H0039,2,Arctic,4,70,87,76,2608,80
H0039,3,Jungle,2,74,37,96,1982,100
H0039,4,Rainforest,5,73,73,151,525,150
H0039,5,Desert,5,72,69,206,1105,200
H0039,6,Volcanic,5,50,52,241,4760,250
H0039,7,Rainforest,3,71,58,271,345,280
H0039,8,Tundra,1,58,92,276,908,290
H0039,9,Rainforest,5,51,41,331,1105,340
H0039,10,Savanna,1,76,70,341,657,350
H0039,11,Urban Ruins,1,70,34,347,657,360
H0039,12,Mountain,0,77,56,347,0,360
H0039,13,Mountain,4,75,75,375,1268,400
H0039,14,Jungle,5,65,79,420,2595,450
H0039,15,Rainforest,5,70,73,445,4205,500
H0039,16,Mountain,0,70,53,445,0,500
H0039,17,Volcanic,2,99,54,463,444,520
H0039,18,Rainforest,1,54,46,476,705,530
H0039,19,Mountain,1,74,39,481,462,540
H0039,20,Volcanic,2,91,56,499,1572,560
H0039,21,Jungle,4,92,54,543,2128,600
H0039,22,Tundra,2,70,71,557,340,620
H0039,23,Jungle,0,79,58,557,0,620
H0039,24,Savanna,5,68,71,587,3960,670
H0039,25,Tundra,1,72,33,594,750,680
H0039,26,Urban Ruins,4,89,61,634,3196,720
H0039,27,Arctic,1,57,95,641,874,730
H0039,28,Tundra,5,77,72,691,4680,780
H0039,29,Jungle,0,50,99,691,0,780
H0039,30,Savanna,5,87,74,756,1405,830
H0039,31,Mountain,4,99,100,812,1936,870
H0039,32,Urban Ruins,5,56,50,867,1685,920
H0039,33,Tundra,4,97,33,911,3064,960
H0039,34,Savanna,4,80,93,939,756,1000
H0039,35,Desert,5,82,77,989,4605,1050
H0039,36,Tundra,3,56,68,1028,2511,1080
H0039,37,Savanna,2,53,80,1042,1892,1100
H0039,38,Rainforest,5,93,89,1112,2680,1150
H0039,39,Savanna,3,94,97,1130,1665,1180
H0039,40,Desert,0,89,80,1130,0,1180
H0039,41,Mountain,0,86,37,1130,0,1180
H0039,42,Urban Ruins,3,82,80,1163,1263,1210
H0039,43,Volcanic,2,83,51,1183,1348,1230
H0039,44,Arctic,3,86,81,1207,1041,1260
H0039,45,Urban Ruins,0,87,73,1207,0,1260
H0039,46,Mountain,2,64,37,1235,422,1280
H0039,47,Rainforest,5,90,100,1270,3275,1330
H0039,48,Tundra,3,75,34,1288,2667,1360
H0039,49,Savanna,0,85,32,1288,0,1360
H0039,50,Swamp,4,77,96,1316,3344,1400
H0039,51,Jungle,5,100,44,1381,4805,1450
H0039,52,Savanna,1,56,34,1388,217,1460
H0039,53,Tundra,4,93,44,1420,548,1500
H0039,54,Swamp,0,95,60,1420,0,1500
H0039,55,Swamp,2,87,51,1444,1598,1520
H0039,56,Swamp,3,70,91,1486,2460,1550
H0039,57,Mountain,3,83,45,1513,2856,1580
H0039,58,Desert,3,70,30,1540,1977,1610
H0039,59,Volcanic,3,83,86,1570,2775,1640
H0039,60,Desert,2,81,51,1596,308,1660
H0039,61,Swamp,0,94,54,1596,0,1660
H0039,62,Rainforest,0,65,31,1596,0,1660
H0039,63,Rainforest,4,85,98,1620,1676,1700
H0039,64,Desert,4,54,76,1672,2740,1740
H0039,65,Arctic,3,70,55,1702,633,1770
H0039,66,Rainforest,3,61,71,1717,1587,1800
H0039,67,Tundra,4,55,62,1761,3112,1840
H0039,68,Mountain,3,75,30,1794,828,1870
H0039,69,Arctic,3,89,41,1818,2847,1900
H0039,70,Desert,5,56,70,1853,1715,1950
H0039,71,Desert,5,82,31,1878,2330,2000
H0039,72,Mountain,5,78,85,1928,1280,2050
H0039,73,Mountain,5,60,46,1958,1105,2100
H0039,74,Mountain,4,65,89,1978,720,2140
H0039,75,Rainforest,1,96,98,1993,599,2150
H0039,76,Desert,0,67,67,1993,0,2150
H0039,77,Tundra,2,63,58,2003,1316,2170
H0039,78,Volcanic,2,50,87,2029,808,2190
H0039,79,Swamp,3,77,93,2047,2547,2220
H0039,80,Rainforest,3,87,71,2080,1623,2250
H0039,81,Swamp,3,69,47,2101,1698,2280
H0039,82,Arctic,3,72,64,2146,2361,2310
H0039,83,Mountain,0,98,77,2146,0,2310
H0039,84,Urban Ruins,4,83,31,2174,2728,2350
H0039,85,Savanna,2,72,47,2200,374,2370
H0039,86,Tundra,1,84,74,2208,883,2380
H0039,87,Desert,0,98,82,2208,0,2380
H0039,88,Jungle,2,55,70,2232,1848,2400
H0039,89,Tundra,5,55,74,2262,4510,2450
H0039,90,Urban Ruins,0,90,75,2262,0,2450
H0039,91,Jungle,5,62,41,2287,605,2500
H0039,92,Mountain,1,68,89,2295,693,2510
H0039,93,Desert,4,74,76,2355,3788,2550
H0039,94,Jungle,4,97,99,2383,800,2590
H0039,95,Arctic,2,50,80,2395,770,2610
H0039,96,Volcanic,1,67,98,2400,184,2620
H0039,97,Urban Ruins,3,65,81,2430,2103,2650
H0039,98,Urban Ruins,3,60,91,2469,1974,2680
H0039,99,Urban Ruins,1,55,73,2481,315,2690
H0039,100,Mountain,4,94,34,2537,3556,2730
H0040,1,Savanna,3,62,53,30,2274,30
H0040,2,Arctic,4,54,94,58,3588,70
H0040,3,Swamp,0,76,71,58,0,70
H0040,4,Jungle,4,62,90,98,2756,110
H0040,5,Tundra,2,63,30,124,1164,130
H0040,6,Tundra,5,59,43,169,4160,180
H0040,7,Tundra,4,81,82,225,892,220
H0040,8,Urban Ruins,3,60,38,252,2178,250
H0040,9,Swamp,1,97,88,257,854,260
H0040,10,Arctic,1,99,87,269,253,270
H0040,11,Arctic,5,54,61,319,1130,320
H0040,12,Savanna,2,68,87,345,1000,340
H0040,13,Desert,4,86,39,381,472,380
H0040,14,Desert,1,82,70,395,880,390
H0040,15,Savanna,5,87,86,435,695,440
H0040,16,Mountain,3,86,89,462,810,470
H0040,17,Mountain,1,69,39,473,996,480
H0040,18,Tundra,3,72,46,518,2208,510
H0040,19,Rainforest,0,53,30,518,0,510
H0040,20,Arctic,2,83,59,530,1224,530
H0040,21,Swamp,2,84,74,560,232,550
H0040,22,Desert,0,68,39,560,0,550
H0040,23,Mountain,0,77,72,560,0,550
H0040,24,Arctic,0,88,62,560,0,550
H0040,25,Desert,2,75,75,586,1330,570
H0040,26,Tundra,5,72,72,636,1855,620
H0040,27,Jungle,3,84,63,651,2601,650
H0040,28,Tundra,5,55,97,701,2835,700
H0040,29,Desert,1,95,38,708,885,710
H0040,30,Swamp,1,76,69,722,420,720
H0040,31,Savanna,5,76,90,782,4695,770
H0040,32,Savanna,3,91,69,809,2127,800
H0040,33,Arctic,2,78,60,835,792,820
H0040,34,Swamp,1,69,47,845,218,830
H0040,35,Urban Ruins,5,80,89,885,2025,880
H0040,36,Rainforest,5,99,81,920,3155,930
H0040,37,Tundra,0,78,38,920,0,930
H0040,38,Rainforest,5,77,35,945,4970,980
H0040,39,Jungle,5,87,40,1015,2220,1030
H0040,40,Tundra,2,98,59,1033,1438,1050
H0040,41,Swamp,5,76,83,1093,2100,1100
H0040,42,Rainforest,5,57,38,1128,2810,1150
H0040,43,Jungle,4,84,59,1172,1764,1190
H0040,44,Rainforest,2,72,68,1196,1648,1210
H0040,45,Arctic,1,76,65,1211,219,1220
H0040,46,Jungle,0,81,40,1211,0,1220
H0040,47,Mountain,2,68,62,1241,284,1240
H0040,48,Jungle,0,96,63,1241,0,1240
H0040,49,Swamp,0,50,44,1241,0,1240
H0040,50,Volcanic,4,68,68,1285,2852,1280
H0040,51,Volcanic,3,60,69,1306,657,1310
H0040,52,Urban Ruins,5,73,67,1371,1325,1360
H0040,53,Desert,4,66,73,1427,932,1400
H0040,54,Arctic,4,97,51,1483,1736,1440
H0040,55,Rainforest,1,53,66,1489,981,1450
H0040,56,Volcanic,4,60,71,1529,3876,1490
H0040,57,Tundra,2,74,68,1555,516,1510
H0040,58,Desert,0,97,55,1555,0,1510
H0040,59,Swamp,2,65,38,1571,1720,1530
H0040,60,Jungle,5,79,55,1636,4165,1580
H0040,61,Volcanic,4,54,32,1660,2512,1620
H0040,62,Tundra,3,95,52,1693,1599,1650
H0040,63,Desert,5,96,97,1743,4285,1700
H0040,64,Swamp,0,100,59,1743,0,1700
H0040,65,Mountain,4,67,47,1767,2416,1740
H0040,66,Volcanic,2,77,64,1797,1324,1760
H0040,67,Mountain,1,89,88,1809,867,1770
H0040,68,Savanna,4,71,46,1833,1044,1810
H0040,69,Tundra,4,54,73,1865,908,1850
H0040,70,Tundra,0,66,63,1865,0,1850
H0040,71,Volcanic,2,68,82,1891,398,1870
H0040,72,Savanna,0,69,58,1891,0,1870
H0040,73,Savanna,4,91,94,1911,848,1910
H0040,74,Mountain,4,76,48,1971,3088,1950
H0040,75,Swamp,0,78,90,1971,0,1950
H0040,76,Swamp,1,61,32,1977,714,1960
H0040,77,Arctic,2,87,76,1991,790,1980
H0040,78,Rainforest,5,71,52,2036,4545,2030
H0040,79,Rainforest,4,67,99,2080,2492,2070
H0040,80,Mountain,1,100,78,2094,255,2080
H0040,81,Volcanic,5,80,79,2119,2265,2130
H0040,82,Rainforest,2,94,64,2149,956,2150
H0040,83,Rainforest,4,96,48,2209,2700,2190
H0040,84,Swamp,4,65,79,2233,1884,2230
H0040,85,Swamp,4,75,39,2261,2812,2270
H0040,86,Mountain,0,57,33,2261,0,2270
H0040,87,Tundra,1,50,44,2273,464,2280
H0040,88,Arctic,2,55,77,2283,532,2300
H0040,89,Arctic,5,83,92,2308,840,2350
H0040,90,Mountain,4,67,89,2336,1628,2390
H0040,91,Volcanic,0,100,51,2336,0,2390
H0040,92,Desert,2,76,30,2354,1982,2410
H0040,93,Jungle,3,77,83,2384,1560,2440
H0040,94,Jungle,5,87,64,2439,2760,2490
H0040,95,Jungle,1,93,58,2453,456,2500
H0040,96,Mountain,3,65,46,2498,2556,2530
H0040,97,Swamp,0,64,98,2498,0,2530
H0040,98,Savanna,3,87,32,2531,2058,2560
H0040,99,Mountain,2,96,60,2559,386,2580
H0040,100,Desert,0,90,31,2559,0,2580
H0041,1,Mountain,2,93,31,22,402,20
H0041,2,Swamp,1,95,96,32,887,30
H0041,3,Tundra,1,92,61,43,154,40
H0041,4,Tundra,2,79,74,53,682,60
H0041,5,Tundra,5,58,36,108,3960,110
H0041,6,Arctic,2,81,73,122,522,130
H0041,7,Rainforest,3,89,99,140,522,160
H0041,8,Arctic,0,57,80,140,0,160
H0041,9,Mountain,4,97,44,188,1996,200
H0041,10,Swamp,4,90,53,240,928,240
H0041,11,Rainforest,5,56,55,280,4340,290
H0041,12,Volcanic,5,68,52,305,3865,340
H0041,13,Rainforest,2,73,42,335,1728,360
H0041,14,Arctic,4,68,78,371,728,400
H0041,15,Desert,3,99,39,386,588,430
H0041,16,Urban Ruins,4,69,37,418,1228,470
H0041,17,Tundra,4,100,74,442,1188,510
H0041,18,Mountain,2,81,66,452,1280,530
H0041,19,Tundra,5,83,53,522,4385,580
H0041,20,Urban Ruins,5,89,99,567,2695,630
H0041,21,Tundra,1,87,59,582,448,640
H0041,22,Arctic,3,93,84,627,2154,670
H0041,23,Jungle,1,98,100,635,211,680
H0041,24,Volcanic,3,75,36,662,492,710
H0041,25,Rainforest,5,77,57,707,3110,760
H0041,26,Mountain,3,61,93,731,1872,790
H0041,27,Swamp,5,68,73,776,1315,840
H0041,28,Savanna,0,97,50,776,0,840
H0041,29,Arctic,3,79,50,809,2244,870
H0041,30,Jungle,1,80,60,819,844,880
H0041,31,Jungle,3,63,66,834,1254,910
H0041,32,Mountain,3,72,64,852,492,940
H0041,33,Savanna,2,75,48,862,418,960
H0041,34,Rainforest,1,79,53,870,896,970
H0041,35,Rainforest,2,63,40,892,608,990
H0041,36,Tundra,1,75,88,903,753,1000
H0041,37,Jungle,5,74,30,928,2635,1050
H0041,38,Jungle,4,58,46,968,3244,1090
H0041,39,Jungle,4,81,92,1020,1028,1130
H0041,40,Savanna,0,58,55,1020,0,1130
H0041,41,Jungle,5,92,85,1065,625,1180
H0041,42,Mountain,4,85,41,1093,1640,1220
H0041,43,Swamp,5,75,48,1153,3040,1270
H0041,44,Jungle,4,70,39,1189,408,1310
H0041,45,Tundra,3,97,61,1204,1728,1340
H0041,46,Arctic,1,78,92,1214,891,1350
H0041,47,Tundra,0,79,74,1214,0,1350
H0041,48,Volcanic,4,76,38,1270,2692,1390
H0041,49,Arctic,4,57,46,1326,2024,1430
H0041,50,Rainforest,2,56,39,1352,504,1450
H0041,51,Urban Ruins,4,51,33,1380,944,1490
H0041,52,Tundra,0,54,37,1380,0,1490
H0041,53,Desert,0,99,60,1380,0,1490
H0041,54,Swamp,1,86,68,1389,363,1500
H0041,55,Desert,5,84,89,1454,2245,1550
H0041,56,Arctic,4,91,33,1510,1388,1590
H0041,57,Urban Ruins,0,54,65,1510,0,1590
H0041,58,Swamp,0,81,94,1510,0,1590
H0041,59,Desert,3,62,74,1543,705,1620
